time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,-0.137080,-0.155998,0.978199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.363011
0.010000,-0.137081,-0.155996,0.978199,-0.000005,0.000001,-0.000002,-0.001225,-0.000043,-0.000620,1.363027
0.020000,-0.137081,-0.155994,0.978200,-0.000047,-0.000006,-0.000019,-0.007626,-0.001242,-0.003021,1.362784
0.030000,-0.137082,-0.155991,0.978200,-0.000176,-0.000030,-0.000068,-0.018512,-0.003344,-0.007060,1.362350
0.040000,-0.137082,-0.155989,0.978200,-0.000433,-0.000078,-0.000165,-0.033240,-0.006129,-0.012598,1.361782
0.050000,-0.137083,-0.155987,0.978201,-0.000854,-0.000157,-0.000325,-0.051218,-0.009412,-0.019502,1.361126
0.060000,-0.137090,-0.155955,0.978205,-0.001468,-0.000270,-0.000560,-0.071901,-0.013033,-0.027647,1.360424
0.070000,-0.137097,-0.155924,0.978209,-0.002302,-0.000420,-0.000882,-0.094792,-0.016859,-0.036912,1.359705
0.080000,-0.137104,-0.155892,0.978213,-0.003373,-0.000609,-0.001302,-0.119437,-0.020775,-0.047183,1.358997
0.090000,-0.137112,-0.155861,0.978217,-0.004698,-0.000836,-0.001829,-0.145421,-0.024687,-0.058354,1.358319
0.100000,-0.137119,-0.155829,0.978221,-0.006287,-0.001103,-0.002472,-0.172372,-0.028514,-0.070324,1.357686
0.110000,-0.137141,-0.155730,0.978233,-0.008150,-0.001407,-0.003239,-0.199954,-0.032191,-0.082998,1.357109
0.120000,-0.137158,-0.155654,0.978243,-0.010290,-0.001746,-0.004135,-0.227865,-0.035660,-0.096286,1.356594
0.130000,-0.137177,-0.155566,0.978254,-0.012710,-0.002119,-0.005166,-0.255838,-0.038878,-0.110107,1.356145
0.140000,-0.137206,-0.155433,0.978271,-0.015408,-0.002523,-0.006339,-0.283634,-0.041804,-0.124382,1.355764
0.150000,-0.137252,-0.155221,0.978299,-0.018383,-0.002955,-0.007656,-0.311045,-0.044409,-0.139041,1.355449
0.160000,-0.137289,-0.155047,0.978321,-0.021629,-0.003411,-0.009121,-0.337888,-0.046667,-0.154016,1.355199
0.170000,-0.137338,-0.154812,0.978351,-0.025140,-0.003887,-0.010737,-0.364003,-0.048558,-0.169247,1.355011
0.180000,-0.137399,-0.154522,0.978389,-0.028907,-0.004381,-0.012507,-0.389254,-0.050065,-0.184677,1.354878
0.190000,-0.137469,-0.154185,0.978432,-0.032922,-0.004888,-0.014432,-0.413524,-0.051176,-0.200253,1.354797
0.200000,-0.137546,-0.153807,0.978481,-0.037175,-0.005403,-0.016512,-0.436714,-0.051882,-0.215927,1.354762
0.210000,-0.137629,-0.153392,0.978534,-0.041654,-0.005924,-0.018750,-0.458745,-0.052176,-0.231657,1.354767
0.220000,-0.137720,-0.152936,0.978593,-0.046347,-0.006446,-0.021146,-0.479545,-0.052055,-0.247401,1.354808
0.230000,-0.137820,-0.152432,0.978657,-0.051241,-0.006964,-0.023699,-0.499059,-0.051520,-0.263123,1.354879
