time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,0.144900,0.065726,0.987261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016061
0.010000,0.144898,0.065728,0.987261,0.000001,-0.000002,-0.000001,-0.000453,-0.000681,0.000112,1.016081
0.020000,0.144897,0.065730,0.987261,-0.000030,-0.000029,0.000008,-0.005546,-0.004871,0.001514,1.016160
0.030000,0.144895,0.065731,0.987261,-0.000131,-0.000113,0.000036,-0.014388,-0.012040,0.003954,1.016292
0.040000,0.144894,0.065733,0.987261,-0.000337,-0.000282,0.000093,-0.026209,-0.021709,0.007215,1.016474
0.050000,0.144893,0.065735,0.987261,-0.000672,-0.000558,0.000185,-0.040348,-0.033451,0.011113,1.016702
0.060000,0.144872,0.065759,0.987263,-0.001158,-0.000959,0.000319,-0.056239,-0.046882,0.015494,1.016973
0.070000,0.144852,0.065784,0.987264,-0.001807,-0.001502,0.000498,-0.073399,-0.061660,0.020226,1.017283
0.080000,0.144832,0.065808,0.987265,-0.002633,-0.002198,0.000726,-0.091416,-0.077480,0.025197,1.017629
0.090000,0.144812,0.065833,0.987267,-0.003641,-0.003056,0.001003,-0.109947,-0.094070,0.030317,1.018009
0.100000,0.144792,0.065857,0.987268,-0.004835,-0.004083,0.001333,-0.128698,-0.111186,0.035507,1.018419
0.110000,0.144715,0.065948,0.987273,-0.006217,-0.005283,0.001714,-0.147427,-0.128613,0.040703,1.018859
0.120000,0.144639,0.066039,0.987278,-0.007784,-0.006657,0.002147,-0.165931,-0.146161,0.045853,1.019326
0.130000,0.144562,0.066129,0.987284,-0.009536,-0.008207,0.002631,-0.184043,-0.163659,0.050911,1.019817
0.140000,0.144486,0.066220,0.987289,-0.011465,-0.009931,0.003165,-0.201626,-0.180959,0.055841,1.020331
0.150000,0.144409,0.066311,0.987294,-0.013568,-0.011826,0.003748,-0.218568,-0.197926,0.060613,1.020867
0.160000,0.144258,0.066485,0.987304,-0.015836,-0.013889,0.004377,-0.234779,-0.214444,0.065202,1.021423
0.170000,0.144132,0.066631,0.987313,-0.018262,-0.016114,0.005052,-0.250186,-0.230409,0.069587,1.021997
0.180000,0.143994,0.066791,0.987322,-0.020838,-0.018496,0.005769,-0.264735,-0.245732,0.073751,1.022588
0.190000,0.143806,0.067007,0.987335,-0.023554,-0.021027,0.006526,-0.278382,-0.260331,0.077680,1.023196
0.200000,0.143530,0.067322,0.987354,-0.026403,-0.023700,0.007321,-0.291096,-0.274136,0.081364,1.023820
0.210000,0.143330,0.067546,0.987367,-0.029373,-0.026507,0.008152,-0.302851,-0.287086,0.084792,1.024457
0.220000,0.143056,0.067855,0.987386,-0.032457,-0.029439,0.009017,-0.313640,-0.299129,0.087958,1.025108
0.230000,0.142725,0.068227,0.987408,-0.035644,-0.032487,0.009911,-0.323458,-0.310216,0.090860,1.025772
0.240000,0.142355,0.068640,0.987433,-0.038923,-0.035641,0.010833,-0.332307,-0.320310,0.093493,1.026448
0.250000,0.141963,0.069075,0.987459,-0.042287,-0.038890,0.011780,-0.340192,-0.329375,0.095856,1.027134
0.260000,0.141552,0.069529,0.987486,-0.045724,-0.042225,0.012749,-0.347125,-0.337381,0.097948,1.027831
0.270000,0.141109,0.070016,0.987515,-0.049226,-0.045635,0.013738,-0.353123,-0.344304,0.099770,1.028538
0.280000,0.140633,0.070539,0.987546,-0.052784,-0.049108,0.014744,-0.358203,-0.350124,0.101323,1.029254
0.290000,0.140121,0.071098,0.987578,-0.056388,-0.052633,0.015764,-0.362388,-0.354823,0.102609,1.029978
0.300000,0.139572,0.071696,0.987613,-0.060029,-0.056201,0.016795,-0.365702,-0.358387,0.103632,1.030710
0.310000,0.138985,0.072332,0.987649,-0.063699,-0.059798,0.017835,-0.368169,-0.360806,0.104392,1.031450
0.320000,0.138363,0.073005,0.987687,-0.067389,-0.063413,0.018882,-0.369818,-0.362072,0.104895,1.032196
0.330000,0.137705,0.073715,0.987726,-0.071093,-0.067035,0.019933,-0.370677,-0.362179,0.105145,1.032948
0.340000,0.137010,0.074464,0.987767,-0.074801,-0.070653,0.020984,-0.370776,-0.361122,0.105144,1.033706
0.350000,0.136279,0.075250,0.987808,-0.078506,-0.074254,0.022035,-0.370146,-0.358902,0.104899,1.034468
0.360000,0.135511,0.076074,0.987851,-0.082201,-0.077827,0.023081,-0.368817,-0.355516,0.104413,1.035235
0.370000,0.134705,0.076937,0.987894,-0.085880,-0.081361,0.024122,-0.366820,-0.350968,0.103691,1.036006
0.380000,0.133864,0.077837,0.987938,-0.089535,-0.084843,0.025154,-0.364188,-0.345260,0.102738,1.036780
0.390000,0.132989,0.078774,0.987982,-0.093162,-0.088262,0.026176,-0.360953,-0.338397,0.101559,1.037556
0.400000,0.132081,0.079746,0.988026,-0.096753,-0.091607,0.027185,-0.357146,-0.330384,0.100160,1.038335
0.410000,0.131139,0.080755,0.988069,-0.100303,-0.094866,0.028179,-0.352800,-0.321229,0.098545,1.039115
0.420000,0.130161,0.081802,0.988113,-0.103807,-0.098028,0.029155,-0.347946,-0.310938,0.096719,1.039896
0.430000,0.129151,0.082884,0.988155,-0.107260,-0.101081,0.030112,-0.342615,-0.299522,0.094688,1.040677
0.440000,0.128111,0.084001,0.988196,-0.110658,-0.104015,0.031048,-0.336839,-0.286990,0.092457,1.041459
0.450000,0.127046,0.085150,0.988235,-0.113995,-0.106817,0.031961,-0.330650,-0.273352,0.090031,1.042239
0.460000,0.125952,0.086332,0.988273,-0.117269,-0.109478,0.032848,-0.324076,-0.258619,0.087416,1.043018
0.470000,0.124826,0.087550,0.988308,-0.120476,-0.111986,0.033708,-0.317149,-0.242804,0.084615,1.043796
0.480000,0.123674,0.088800,0.988342,-0.123611,-0.114331,0.034540,-0.309897,-0.225920,0.081636,1.044571
0.490000,0.122501,0.090080,0.988372,-0.126673,-0.116501,0.035341,-0.302350,-0.207981,0.078482,1.045343
0.500000,0.121311,0.091389,0.988399,-0.129657,-0.118487,0.036109,-0.294536,-0.189000,0.075159,1.046112
0.510000,0.120101,0.092727,0.988422,-0.132563,-0.120278,0.036843,-0.286482,-0.168992,0.071671,1.046876
0.520000,0.118867,0.094097,0.988441,-0.135386,-0.121863,0.037542,-0.278217,-0.147974,0.068025,1.047636
0.530000,0.117615,0.095495,0.988457,-0.138126,-0.123234,0.038203,-0.269767,-0.125962,0.064225,1.048392
0.540000,0.116352,0.096920,0.988468,-0.140781,-0.124379,0.038826,-0.261156,-0.102971,0.060275,1.049141
0.550000,0.115085,0.098367,0.988473,-0.143349,-0.125290,0.039408,-0.252411,-0.079021,0.056181,1.049885
0.560000,0.113808,0.099840,0.988473,-0.145829,-0.125957,0.039949,-0.243556,-0.054129,0.051948,1.050622
0.570000,0.112517,0.101340,0.988469,-0.148220,-0.126370,0.040447,-0.234615,-0.028314,0.047581,1.051352
0.580000,0.111220,0.102864,0.988458,-0.150521,-0.126520,0.040900,-0.225610,-0.001595,0.043084,1.052074
0.590000,0.109925,0.104409,0.988441,-0.152732,-0.126399,0.041308,-0.216564,0.026007,0.038462,1.052788
0.600000,0.108640,0.105973,0.988416,-0.154852,-0.125997,0.041669,-0.207499,0.054471,0.033721,1.053494
0.610000,0.107359,0.107557,0.988385,-0.156882,-0.125306,0.041982,-0.198434,0.083777,0.028865,1.054191
0.620000,0.106076,0.109163,0.988348,-0.158821,-0.124319,0.042246,-0.189390,0.113901,0.023898,1.054878
0.630000,0.104801,0.110788,0.988303,-0.160669,-0.123026,0.042460,-0.180386,0.144821,0.018827,1.055556
0.640000,0.103542,0.112430,0.988250,-0.162428,-0.121420,0.042622,-0.171441,0.176513,0.013654,1.056223
0.650000,0.102310,0.114086,0.988189,-0.164098,-0.119493,0.042732,-0.162571,0.208953,0.008387,1.056879
0.660000,0.101098,0.115757,0.988119,-0.165680,-0.117238,0.042790,-0.153795,0.242117,0.003028,1.057524
0.670000,0.099898,0.117445,0.988042,-0.167175,-0.114648,0.042793,-0.145126,0.275977,-0.002416,1.058158
0.680000,0.098722,0.119148,0.987956,-0.168583,-0.111717,0.042741,-0.136581,0.310508,-0.007941,1.058779
0.690000,0.097580,0.120863,0.987861,-0.169907,-0.108436,0.042634,-0.128175,0.345683,-0.013542,1.059389
0.700000,0.096482,0.122587,0.987757,-0.171147,-0.104801,0.042470,-0.119919,0.381472,-0.019214,1.059985
0.710000,0.095421,0.124322,0.987643,-0.172306,-0.100805,0.042249,-0.111828,0.417848,-0.024951,1.060568
0.720000,0.094390,0.126070,0.987521,-0.173384,-0.096442,0.041971,-0.103912,0.454780,-0.030749,1.061138
0.730000,0.093400,0.127828,0.987389,-0.174384,-0.091708,0.041634,-0.096184,0.492238,-0.036603,1.061694
0.740000,0.092463,0.129594,0.987247,-0.175308,-0.086596,0.041238,-0.088652,0.530191,-0.042506,1.062235
0.750000,0.091589,0.131365,0.987094,-0.176158,-0.081102,0.040784,-0.081327,0.568606,-0.048454,1.062763
0.760000,0.090772,0.133143,0.986931,-0.176936,-0.075222,0.040269,-0.074218,0.607451,-0.054442,1.063275
0.770000,0.090002,0.134929,0.986759,-0.177643,-0.068952,0.039695,-0.067331,0.646691,-0.060463,1.063772
0.780000,0.089293,0.136722,0.986577,-0.178283,-0.062287,0.039060,-0.060674,0.686292,-0.066513,1.064255
0.790000,0.088656,0.138519,0.986384,-0.178857,-0.055225,0.038364,-0.054253,0.726218,-0.072585,1.064721
0.800000,0.088103,0.140318,0.986179,-0.179369,-0.047762,0.037608,-0.048073,0.766432,-0.078673,1.065172
0.810000,0.087626,0.142120,0.985963,-0.179820,-0.039896,0.036791,-0.042140,0.806898,-0.084772,1.065606
0.820000,0.087217,0.143927,0.985737,-0.180212,-0.031624,0.035913,-0.036455,0.847577,-0.090875,1.066025
0.830000,0.086888,0.145737,0.985501,-0.180549,-0.022944,0.034973,-0.031024,0.888430,-0.096977,1.066427
