time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,mu,omega_dot_x,omega_dot_y,omega_dot_z
0.0,-0.1431286736092338,0.1449910245561915,0.9790259371380351,0.0,0.0,0.0,0.883201187752233,0.0,0.0,0.0
0.05,-0.14313247539697926,0.14499100923709884,0.9790253836044811,4.831288172435546e-07,-0.00030988014170181197,5.2577289490454115e-06,0.8828450391595398,2.8987729034613276e-05,-0.018592808502108715,0.00031546373694272466
0.1,-0.1431868158183593,0.14498975799054922,0.9790176227006673,8.741572546178054e-05,-0.0022596339683913216,4.147912591105273e-05,0.8823020812267273,0.005128992611568379,-0.06120680409504442,0.001226892606892265
0.15000000000000002,-0.1433917359502482,0.14497327541310168,0.9789900705454128,0.000695015344810497,-0.00645637435092618,0.00013674174026458657,0.8822911150492899,0.021126974784287076,-0.10536962767117562,0.0026660065144206843
0.2,-0.1438527064509153,0.14490217460771895,0.978932968107063,0.0023586747467236723,-0.012567581302324595,0.00031579112423108527,0.8830094003077225,0.0466386495269968,-0.13579152525624952,0.004567801234626949
0.25,-0.14464295627005364,0.14471461668136662,0.9788442629927088,0.005412925187101476,-0.019654492404993472,0.0006002039382703376,0.8843957052042832,0.07539301764518444,-0.14335135454786394,0.006870520427416587
0.30000000000000004,-0.1457809338661819,0.14434123206821023,0.9787305675776852,0.009802793333616614,-0.026457029779472827,0.001008549571026349,0.8863152690760902,0.09843639510584198,-0.12416996518118874,0.00951562386342252
0.35000000000000003,-0.1472206425028817,0.14372662788304327,0.9786055053848423,0.015001356058536041,-0.03163430793934932,0.001556550028251306,0.8886472389159477,0.10616725421752161,-0.0787577167887319,0.01244774951775143
0.4,-0.14885274995139705,0.14285250570672903,0.9784865955326894,0.020023592573949145,-0.03396406460051031,0.0022572377128222162,0.891306334997264,0.0901425424440234,-0.011221256926132392,0.015614666573323801
0.45,-0.15051450148404646,0.1417579927995511,0.9783915646609093,0.023523421014787535,-0.0325035708780156,0.0031211105536369157,0.8942253045771617,0.044586473381474374,0.07148696817328477,0.018967215712089952
0.5,-0.1520065724650261,0.14055353929615752,0.978334656532643,0.02395713448306462,-0.02671371457863332,0.004156283743118033,0.8973049937212301,-0.03247592142299239,0.1602943855456126,0.022459232396065353
0.55,-0.15311507927781537,0.13942565999406567,0.9783231817345409,0.019792371012114802,-0.016547030352506296,0.005368637112322404,0.9003297276467955,-0.13854578784986876,0.244727921174823,0.026047448224777878
0.6000000000000001,-0.15363701223850723,0.1386309099577088,0.9783542911205094,0.009737324873006749,-0.002499506056212953,0.006761956914731143,0.902868151541261,-0.2665295037810047,0.3136464411003175,0.029691365001609703
0.65,-0.15340734713601226,0.1384787936139855,0.9784118632598643,-0.007039787819558736,0.014374931734370964,0.008338070515465784,0.9042560718033917,-0.4052657269265246,0.3560040396365426,0.03335309595738611
0.7000000000000001,-0.15232602154002292,0.139304839720412,0.9784635361273726,-0.030735858350561394,0.03248921024045856,0.010096972207956342,0.9039001901027768,-0.5407985819269856,0.3616603781538028,0.03699716876235782
0.75,-0.15038282094598646,0.14143685662462607,0.9784582526144616,-0.06082236747350467,0.049789882227614116,0.012036938125047494,0.9023032461998711,-0.6584947246022894,0.32225147734283516,0.04059028556808517
0.8,-0.14767800996382557,0.14515942678170415,0.9783250287885596,-0.09608268321274091,0.06386896936491937,0.014154628066184916,0.9012877599044397,-0.746032011394628,0.2321192599425047,0.044101040459015924
0.8500000000000001,-0.14443632705546303,0.15068373396693158,0.9779736534575725,-0.1348085130771002,0.07212149313044344,0.01644517293146907,0.9026157532091241,-0.7965459660349301,0.08916813705690507,0.047499640981145744
0.9,-0.14101205538518075,0.1581301639551296,0.9772974736522708,-0.17512835165577548,0.07193883228164905,0.018902250179498602,0.9071240806289542,-0.8105242310477251,-0.1046000331663445,0.050757722415222355
0.9500000000000001,-0.13788357571202567,0.16752827932427014,0.9761773835312694,-0.21538013854859694,0.060917488258151214,0.021518153500791833,0.9136572064602942,-0.7956546380639742,-0.3430082967290607,0.053848303517330685
1.0,-0.13563691132762298,0.1788339318356283,0.9744849492025474,-0.2544239370141912,0.03706016789414607,0.02428386386837224,0.919434104693841,-0.7645923382013219,-0.6160866431675911,0.05674588484787321
1.05,-0.13493897705980518,0.191958246536836,0.9720819507332265,-0.29180454239788206,-0.0010516982048109566,0.027189128278686605,0.9230126288336855,-0.7314402400878459,-0.9107963183783041,0.05942664376486276
1.1,-0.13650219986025963,0.20680002445596668,0.9688140376734795,-0.32773732985572773,-0.05412577315780106,0.030222548890995724,0.924769686216341,-0.7084502719394855,-1.2118845464360195,0.06186864145008479
1.1500000000000001,-0.14104260587273243,0.2232733399828362,0.96449761021843,-0.362954267397621,-0.12207006058587822,0.03337168176904523,0.9253751872809002,-0.7037421721385471,-1.5027672387416544,0.06405199985631561
1.2000000000000002,-0.1492335393483333,0.24132437052245115,0.9589011545627142,-0.39846164144150464,-0.20394911386161896,0.03662314376087805,0.9252020361368865,-0.7200397346529417,-1.7664469408264378,0.0659590513175924
1.25,-0.16165717641763394,0.2609340426612873,0.9517246388343303,-0.4352581773208826,-0.29798717978966016,0.03996272628251683,0.9242133851517785,-0.7543334846453832,-1.9864721501795097,0.0675744656816111
1.3,-0.1787560924555872,0.2821055710038226,0.9425826242563621,-0.47405716592799635,-0.4016201826391134,0.04337551493781065,0.9220792882325225,-0.7983577959550274,-2.1479285851051895,0.06888535657191946
1.35,-0.20078751977412557,0.304838356429503,0.9309979405996914,-0.515050059629487,-0.5115975148948159,0.04684601388382438,0.9185492271532619,-0.8397482700507716,-2.2384336157090763,0.06988136410916397
1.4000000000000001,-0.2277837112343675,0.3290919847803862,0.9164126935887218,-0.5577417012434074,-0.6241326014507087,0.05035827359576659,0.9143073775821194,-0.8637212427665463,-2.249082080754227,0.070554706468781
1.4500000000000002,-0.2595229122753378,0.3547461741884328,0.8982216877784147,-0.6008787977319698,-0.7350979717801338,0.053896020174813965,0.9125057402261664,-0.8550910450320084,-2.175265474393094,0.07090018747508715
1.5,-0.29551642934976946,0.3815642620598975,0.8758298966354462,-0.6424833210973252,-0.840255959741605,0.05744278357737138,0.9205967260522544,-0.8004117683404848,-2.017257519127178,0.07091514252715761
1.55,-0.3350174602099803,0.4091687598675286,0.8487305742262682,-0.6799910799146187,-0.9355100327467272,0.06098202115157714,0.9505203019326174,-0.6899988125649851,-1.7804281070938006,0.07059930102207282
1.6,-0.3770559234397308,0.4370369772624681,0.8165947603668731,-0.7104825415276758,-1.0171540219739428,0.06449723170330451,1.0106667673694085,-0.5195462072206078,-1.4749137864378834,0.06995454094053927
1.6500000000000001,-0.4204999902674297,0.4645220790845055,0.7793578244035395,-0.7309771581525102,-1.082087325253426,0.06797205422117485,1.101667962785667,-0.29098105282607045,-1.1145542975565894,0.0689845193916328
