time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
1.55,0.024172257009871044,-2.14680549607195,0.6012092237158426,-0.001511229416666461,1.64390167977914,0.15624418502962636,0.9999954938025144,0.0026384632824685275,0.00026310383561925727,0.0014077154171609103,-0.0027288004353143084,-0.00024026781035190503,-0.0015728632396929177
1.6,0.024098538047688876,-2.0624397997851784,0.609023807910164,-0.0014375290706202387,1.730726171691717,0.15633918274322645,0.9999957243429273,0.0025711969018047663,0.0002571821406134323,0.0013689776676394905,-0.00265238577271789,-0.00023407389150272077,-0.0015263349325016506
1.6500000000000001,0.02402841647674383,-1.9737811225290511,0.6168172819471995,-0.0013673337671815948,1.815620918553375,0.1553997787381956,0.9999959425332385,0.00250581665473928,0.00025141322529853355,0.001331387056563536,-0.002577914731188861,-0.00022801572350565093,-0.0014810838073256412
1.7000000000000002,0.023961720615030047,-1.880936473893694,0.6245375003161417,-0.001300500701369749,1.8981650268609065,0.1534089560194908,0.9999961490339132,0.0024422746587525234,0.0002457936803850348,0.0012949121410535727,-0.0025053304789586033,-0.00022209610041471893,-0.0014370713597687968
1.75,0.023898284370053535,-1.7840335891082726,0.6321317149261895,-0.0012369490976906407,1.9779503645559482,0.15035962838241712,0.9999963444698688,0.002380524444381107,0.00024032006281721416,0.001259522404705716,-0.0024345768217965765,-0.00021631485264522437,-0.0013942619269724551
1.8,0.02383794523857486,-1.6832202418792204,0.6395470737146918,-0.001176616161456401,2.0545835246061395,0.1462547231576729,0.9999965294325053,0.002320520862014105,0.00023498905227247255,0.0012251882182793528,-0.0023656043669668557,-0.00021066225511081837,-0.0013526201839865527
1.85,0.02378054679484746,-1.5786634633967054,0.6467311215828965,-0.0011193215876396582,2.127687614694464,0.14110719157051355,0.99999670448164,0.002262219962765725,0.00022979745295798068,0.0011918808587518086,-0.0022983664512114255,-0.00020513798205792273,-0.0013121089471033198
1.9000000000000001,0.02372594466623896,-1.4705486703583124,0.6536322995778583,-0.0010647635567003929,2.1969041068412554,0.13493992822796005,0.9999968701472175,0.00220557897201489,0.00022474210028895764,0.0011595724672499419,-0.002232815807312202,-0.0001997397827740594,-0.0012726962404822975
1.9500000000000002,0.023674007690536528,-1.359078704169871,0.6602004379694048,-0.0010127154713968104,2.2618945406963964,0.1277856074338989,0.9999970269307686,0.0021505563069481363,0.00021981994103748766,0.0011282360298279404,-0.0021689043605474523,-0.00019446092833231033,-0.0012343464334677234
2.0,0.023624613029706903,-1.2444727899008274,0.6663872391321733,-0.0009630709617881184,2.322342030065349,0.11968643907684395,0.9999971753068014,0.0020971116386016564,0.0002150278552846017,0.0010978453288969878,-0.002106579895985086,-0.00018931342819523633,-0.0011970314049649926
2.0500000000000003,0.023577639859618173,-1.1269654203159782,0.6721467457998768,-0.0009158558417611348,2.37795275332862,0.11069382763129268,0.9999973157237949,0.002045204065903696,0.00021036273877428872,0.00106837877319985,-0.0020459404717751385,-0.00018428317507885388,-0.00116040917357515
2.1,0.023532978782824104,-1.0068052388254762,0.6774357864087401,-0.0008705872300016741,2.42845450629146,0.10086779672324227,0.9999974486095795,0.0019947965864994368,0.0002058211763205972,0.0010398070515599033,-0.001986576029189564,-0.0001794107152568496,-0.001125439191199643
2.15,0.023490503346258886,-0.8842536943195275,0.6822144085684887,-0.0008284302326070457,2.4736072739464885,0.09027708966669783,0.9999975743671956,0.001945852394167482,0.00020140033006659611,0.0010121048579132665,-0.0019288809465066927,-0.00017460870046909183,-0.001090841677979799
2.2,0.02345007628322169,-0.7595837537832366,0.6864462780249219,-0.0007886522888807745,2.513190347505149,0.07899768859063094,0.9999976933763997,0.0018983335258971911,0.00019709811067345956,0.0009852533636670279,-0.0018725534376133853,-0.00016990339121280784,-0.0010573783506115674
2.25,0.023411582532187482,-0.6330786746564525,0.6900990390624594,-0.0007510977524875441,2.5470128175662126,0.06711275291086967,0.9999978059980565,0.001852206091154917,0.00019291189019295837,0.0009592272009042988,-0.0018175694265378478,-0.00016531298236577445,-0.0010248104765329862
2.3000000000000003,0.02337491742143909,-0.5050305609360827,0.6931446515086562,-0.0007155066774480795,2.5749117312485796,0.05471174493700257,0.9999979125707477,0.0018074375148045873,0.00018883885991698168,0.0009340041827788451,-0.0017638478220349408,-0.00016083331475895136,-0.000993122249857998
2.35,0.023339998537282684,-0.37573895213771835,0.6955596853251814,-0.0006812486888081973,2.5967526206859937,0.041889607724003054,0.9999980134141341,0.0017639966654998359,0.000184876676984168,0.000909562705261535,-0.0017113541849058972,-0.00015643127557075215,-0.0009622828925676719
2.4000000000000004,0.023306774842654993,-0.24550937950740548,0.697325571621329,-0.0006476990962994911,2.6124302845265213,0.02874584412189929,0.999998108831738,0.001721852651524134,0.00018102379429318707,0.0008858820072812355,-0.0016601037391377634,-0.0001520761862784123,-0.0009322558492301669
2.45,0.023275204704709073,-0.11465187991300052,0.6984288054520844,-0.0006151064215373444,2.621869699249677,0.015383509108316672,0.9999981991122262,0.0016809745576452948,0.00017727903008376693,0.0008629421402246192,-0.0016100831312883597,-0.00014776936062612205,-0.0009030127194313693
2.5,0.02324522459672893,0.01652051387231318,0.6988610972158266,-0.0005840978976684691,2.625026052162871,0.0019081614413708238,0.9999982845288773,0.001641332333745023,0.00017364085246964085,0.0008407237823135325,-0.0015612365430808272,-0.0001435374524486053,-0.0008745316852236553
2.5500000000000003,0.023216752261426544,0.14769327435617133,0.698619470183328,-0.0005547955144269473,2.6218843671914542,-0.011573242741310533,0.9999983653402703,0.0016028968162224786,0.00017010735315597136,0.0008192082905650001,-0.0015135489088468651,-0.0001393838749522523,-0.000846780189194735
2.6,0.023189705462671587,0.278551876145706,0.6977062999574509,-0.0005270764357713496,2.612459704389932,-0.024953566293776146,0.9999984417915936,0.001565639278553147,0.00016667658953411092,0.0007983777927616502,-0.0014670003420350658,-0.00013530787490603172,-0.0008197291108593997
2.6500000000000004,0.023164008612819326,0.40878330048072375,0.6961292921121917,-0.0005007975583191087,2.596797269010778,-0.038126747516592556,0.9999985141150455,0.0015295316393099665,0.00016334660625171312,0.0007782150750305194,-0.0014215591317197102,-0.00013131117233205472,-0.0007933548874155019
2.7,0.023139592535889965,0.5380775389764273,0.6939013984519888,-0.0004758455188553765,2.574972270817362,-0.05098899889151874,0.9999985825302455,0.0014945466646431762,0.00016011540230310986,0.0007587034835816281,-0.0013771891932454672,-0.00012739567433602575,-0.0007676362533776637
2.75,0.023116392981831997,0.6661290861665391,0.6910406755523388,-0.00045213664346326917,2.5470896167871095,-0.06343991709447991,0.9999986472447722,0.0014606580483069037,0.0001569809455121685,0.0007398268889525294,-0.0013338524116851384,-0.00012356195242046642,-0.0007425525082955943
2.8000000000000003,0.02309434951336108,0.7926384134509605,0.6875700899856937,-0.00042960209537343263,2.513283474589749,-0.075383505571324,0.9999987084547105,0.0014278404549755274,0.00015394122019474156,0.0007215696764146887,-0.001291509233712422,-0.00011980810463161604,-0.0007180831603080368
2.85,0.02307340545835915,0.9173134183641578,0.6835172745692008,-0.00040816010470371214,2.4737167219381435,-0.08672911108839146,0.9999987663451947,0.0013960695506407815,0.00015099428009022217,0.0007039167401529693,-0.0012501191093185387,-0.00011613047034481986,-0.0006942079810081487
2.9000000000000004,0.023053508895728703,1.0398708435600477,0.6789142399245083,-0.00038770240051413056,2.428580285897455,-0.09739227469930845,0.9999988210909625,0.0013653220129025293,0.00014813824642697493,0.0006868534759243777,-0.0012096416619849315,-0.0001125273035870643,-0.0006709070658347436
2.95,0.023034612879833823,1.1600376594870907,0.6737970456366716,-0.0003681382352810735,2.3780923511842667,-0.10729549681415762,0.9999988728568628,0.0013355755456979314,0.000145371239916381,0.0006703658101507499,-0.0011700351674789825,-0.0001090003816418494,-0.0006481578516927009
3.0,0.02301667216620875,1.2775524049924223,0.6682054352208838,-0.00034949030972185617,2.322497469029001,-0.11636891981735317,0.9999989217984753,0.0013068087820842646,0.0001426912808743885,0.0006544402521698198,-0.001131267032361139,-0.00010555593791179798,-0.0006259362451775207
3.0500000000000003,0.022999636616405982,1.3921664829945393,0.6621824392696034,-0.0003319316823888904,2.2620656510556745,-0.1245509182338637,0.9999989680633045,0.0012790008744761748,0.00014009619441554804,0.0006390636094045876,-0.001093328314538912,-0.00010220334270018863,-0.0006042424657573664
3.1,0.02298345078515765,1.5036453946279886,0.6557739516976291,-0.0003155015675444393,2.197090814282305,-0.13178858464510707,0.9999990117910488,0.001252131568954879,0.00013758392308466728,0.0006242229372366104,-0.001056180458386642,-9.892382896968195e-05,-0.0005830564628227323
3.1500000000000004,0.022968061908841722,1.6117699106328474,0.6490282827958869,-0.000300053485092731,2.1278898259120473,-0.13803817142458127,0.9999990531136499,0.0012261813173070366,0.0001351528955465861,0.0006099057523782388,-0.0010198055430425436,-9.56972553109967e-05,-0.0005623614215155587
3.2,0.022953429082290647,1.7163371866178248,0.6419956927046526,-0.0002852595769502119,2.0548012134870457,-0.14326543222478663,0.999999092155912,0.0012011310471972793,0.00013280184038666422,0.0005961001441557681,-0.0009841834108597263,-9.251972944110843e-05,-0.0005421283703947835
3.25,0.022939524769974982,1.8171618100646256,0.6347279095908235,-0.0002709129156764033,1.9781837243849905,-0.1474458923283792,0.9999991290360234,0.0011769621726712715,0.0001305295058907887,0.0005827945076180208,-0.0009492953120768323,-8.939355500766239e-05,-0.0005223618172647244
3.3000000000000003,0.02292632785864056,1.914076756925677,0.6272776364274791,-0.00025696353770047483,1.8984141500570573,-0.15056503420539472,0.9999991638656978,0.0011536567398968878,0.00012833465893834177,0.0005699775420813976,-0.0009151094295998004,-8.631493672087166e-05,-0.0005030329056189384
3.35,0.022913816632360518,2.0069342568716215,0.6196980507084419,-0.00024348551350123724,1.8158858477807214,-0.1526183945560968,0.9999991967501025,0.0011311976268300057,0.00012621610418744474,0.0005576385256219866,-0.0008815910423155341,-8.328462634058518e-05,-0.00048412418400966943
3.4000000000000004,0.022901964987886547,2.0956065756206304,0.6120423017115904,-0.00023058026545765543,1.731006902179638,-0.1536115653179654,0.9999992277883604,0.0011095684865030425,0.00012417264146839577,0.0005457671327630079,-0.0008487128699448795,-8.030225204556303e-05,-0.0004656213778871243
