time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,mu,omega_dot_x,omega_dot_y,omega_dot_z
0.0,-0.14423600601153297,-0.23121243949187512,0.9621521617675958,0.0,0.0,0.0,0.5192079216162225,0.0,0.0,0.0
0.05,-0.14422901619006712,-0.23117664208082606,0.9621618119986466,-0.002975960098577056,0.0005819593329360665,-3.233878677260151e-06,0.5186815166233697,-0.17855760591462336,0.03491755997616399,-0.00019403272063560906
0.1,-0.1441288132164688,-0.23065886146114092,0.9623010680023615,-0.022209069541633177,0.004268649077530376,-2.5451000320858226e-05,0.5175556762779673,-0.6183137488394972,0.11644870474716656,-0.0007509291367090571
0.15000000000000002,-0.14374743964171438,-0.22863425539881876,0.9628410620904624,-0.06633862614811324,0.012339344914613026,-8.355511361679124e-05,0.5164629942239386,-1.1499473616995592,0.20473075593578727,-0.0016215248289000268
0.2,-0.14287769068656805,-0.2238443054328304,0.9640951012810128,-0.13662300558800375,0.02439393420879232,-0.00019205306632643596,0.5156067587358849,-1.6467329671445006,0.2721453793854009,-0.002759095508025498
0.25,-0.14135880487906435,-0.2150960072769078,0.9663078484686801,-0.22894982545458806,0.038920702092064934,-0.0003631749377892707,0.514965375616605,-2.0197927281109265,0.30156915716972366,-0.004119282589346748
0.30000000000000004,-0.13911716993863818,-0.20146990366309564,0.9695646423533746,-0.335614289137986,0.05378067613553251,-0.0006069905314002983,0.5144104727587676,-2.213573133410729,0.2847825075401158,-0.0056600220390192555
0.35000000000000003,-0.1361869564466075,-0.18245384466107487,0.9737365979129275,-0.44687702720036016,0.06661598194943692,-0.0009315223842611551,0.5137451185294363,-2.2015468429924825,0.22101760411213256,-0.0073414760428892984
0.4,-0.13271464465959415,-0.15801736470315714,0.9784767034564467,-0.5523122559467916,0.07518857979423682,-0.0013428553959613707,0.5127375962374349,-1.982117503147671,0.11562129553361239,-0.009125965663087895
0.45,-0.1289499038763698,-0.12863570849207628,0.9832722177442506,-0.6419552012050176,0.07765443344164356,-0.0018452430438328647,0.5112721693098505,-1.5746735846962758,-0.021195696714184226,-0.010977900879061708
0.5,-0.12522404431710635,-0.09526592385119788,0.987543918872343,-0.7072541158090496,0.07277661772155164,-0.0024412099222874857,0.5097648668025598,-1.0156997498027036,-0.17555623303798656,-0.012863702400232178
0.55,-0.12191707811184187,-0.05927410788627597,0.9907686768850953,-0.7418266564090475,0.06007914183547418,-0.0031316500111323725,0.5099251520808642,-0.3548147283347024,-0.3310968675040326,-0.014751707557980049
0.6000000000000001,-0.11941551514422316,-0.022315361992305514,0.9925934356279468,-0.7420128786590839,0.03994142190808596,-0.003915919643156516,0.515612466099811,0.3494328921394537,-0.470168045753824,-0.016612050619989466
0.65,-0.11806482175824369,0.013824385529662551,0.9929094770207881,-0.7072078501037561,0.013631469372697026,-0.004791923615088024,0.5327104889288022,1.0342115380943717,-0.5750912972473007,-0.01841650619940117
0.7000000000000001,-0.11812194631825418,0.04740642151273548,0.9918665534194527,-0.6399462261055477,-0.016725929648136677,-0.005756192286862711,0.5655357712375598,1.637720108695228,-0.6295078586303315,-0.020138283204777552
0.75,-0.1197135929439569,0.07691274167977415,0.989824354489464,-0.5456995748111416,-0.048251393525514656,-0.006803946866988501,0.6058845217017389,2.1054045446815834,-0.6198490421240743,-0.021751756095517265
0.8,-0.12280488679272981,0.10118994840249901,0.9872580765378102,-0.43233760695523815,-0.07748985103280352,-0.007929149517920649,0.6336549963517176,2.3971788615970153,-0.5369312559533823,-0.02323212627662967
0.8500000000000001,-0.1271813939627802,0.11954288243522651,0.9846487905738842,-0.30922684825133395,-0.10066814371439449,-0.009124535846687848,0.6351014678129725,2.4942436025188153,-0.3774309453951866,-0.0245550775799249
0.9,-0.13244575751547547,0.13176606791288964,0.9823923289258969,-0.18605668276071186,-0.11401377348883185,-0.010381632868983397,0.6087927450450105,2.4027021799992996,-0.1447803098275703,-0.025696564467435658
0.9500000000000001,-0.13802883191367835,0.13811268345435032,0.9807506813165214,-0.07160123465168397,-0.11409830876865538,-0.011690771882035614,0.5673580047219652,2.1524844934629837,0.15074228144981464,-0.026632826671198387
1.0,-0.14321447367350965,0.13921082812462063,0.9798515554586015,0.02734844029236652,-0.09816570713251942,-0.0130411083004415,0.532332681697382,1.7916672293334677,0.49269516540705793,-0.027340654735256972
1.05,-0.14717676177103495,0.1359433760143707,0.9797232367455156,0.1066825608774756,-0.06441129058572787,-0.014420659941440268,0.5133236104219111,1.3778743209527191,0.8596981478976049,-0.027797837952052953
1.1,-0.14902794938596806,0.12931035716117725,0.9803411463151045,0.16523058894543838,-0.01219389837685085,-0.015816369081747994,0.5062356775915249,0.9697644060399659,1.2268207683426353,-0.027983640334920668
1.1500000000000001,-0.14787498340365107,0.12029108490472687,0.9816630113218985,0.20463482310971565,0.05782107864301925,-0.017214186815600902,0.5049875384181649,0.6202037888218191,1.566960932456679,-0.027879213157902205
