time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,0.542853,0.003724,0.839820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957057
0.010000,0.542853,0.003726,0.839820,-0.000001,-0.000002,0.000002,-0.000713,-0.000328,0.000916,0.957097
0.020000,0.542853,0.003729,0.839820,-0.000034,-0.000007,0.000037,-0.005952,-0.000919,0.006247,0.957079
0.030000,0.542852,0.003731,0.839820,-0.000138,-0.000020,0.000144,-0.014951,-0.001855,0.015350,0.957035
0.040000,0.542852,0.003733,0.839820,-0.000349,-0.000043,0.000359,-0.027027,-0.003193,0.027650,0.956985
0.050000,0.542852,0.003736,0.839820,-0.000693,-0.000083,0.000710,-0.041569,-0.004972,0.042628,0.956948
0.060000,0.542849,0.003770,0.839822,-0.001192,-0.000143,0.001223,-0.058033,-0.007212,0.059820,0.956934
0.070000,0.542847,0.003805,0.839823,-0.001862,-0.000228,0.001916,-0.075935,-0.009922,0.078809,0.956953
0.080000,0.542844,0.003839,0.839825,-0.002717,-0.000342,0.002806,-0.094845,-0.013098,0.099223,0.957008
0.090000,0.542841,0.003874,0.839827,-0.003764,-0.000491,0.003907,-0.114384,-0.016729,0.120729,0.957103
0.100000,0.542838,0.003909,0.839828,-0.005008,-0.000678,0.005226,-0.134216,-0.020796,0.143032,0.957237
0.110000,0.542829,0.004015,0.839834,-0.006451,-0.000908,0.006771,-0.154047,-0.025276,0.165868,0.957410
0.120000,0.542822,0.004098,0.839838,-0.008090,-0.001185,0.008546,-0.173617,-0.030141,0.189003,0.957620
0.130000,0.542814,0.004193,0.839843,-0.009923,-0.001512,0.010553,-0.192700,-0.035360,0.212231,0.957864
0.140000,0.542800,0.004335,0.839851,-0.011944,-0.001893,0.012792,-0.211101,-0.040903,0.235369,0.958139
0.150000,0.542778,0.004559,0.839864,-0.014144,-0.002331,0.015261,-0.228647,-0.046736,0.258256,0.958443
0.160000,0.542758,0.004742,0.839876,-0.016515,-0.002829,0.017957,-0.245193,-0.052827,0.280750,0.958773
0.170000,0.542732,0.004990,0.839891,-0.019046,-0.003388,0.020875,-0.260614,-0.059143,0.302729,0.959125
0.180000,0.542700,0.005294,0.839910,-0.021724,-0.004012,0.024010,-0.274803,-0.065652,0.324085,0.959499
0.190000,0.542660,0.005645,0.839933,-0.024538,-0.004702,0.027355,-0.287672,-0.072321,0.344725,0.959890
0.200000,0.542614,0.006035,0.839961,-0.027474,-0.005459,0.030903,-0.299148,-0.079119,0.364571,0.960299
0.210000,0.542561,0.006461,0.839991,-0.030517,-0.006285,0.034645,-0.309172,-0.086017,0.383553,0.960723
0.220000,0.542503,0.006928,0.840025,-0.033653,-0.007180,0.038572,-0.317700,-0.092983,0.401616,0.961161
0.230000,0.542437,0.007442,0.840064,-0.036867,-0.008144,0.042674,-0.324698,-0.099986,0.418714,0.961611
0.240000,0.542361,0.008006,0.840107,-0.040143,-0.009179,0.046943,-0.330144,-0.106996,0.434810,0.962073
0.250000,0.542274,0.008625,0.840157,-0.043465,-0.010284,0.051368,-0.334025,-0.113985,0.449874,0.962545
0.260000,0.542177,0.009298,0.840213,-0.046819,-0.011459,0.055937,-0.336334,-0.120924,0.463884,0.963028
0.270000,0.542070,0.010022,0.840273,-0.050187,-0.012703,0.060642,-0.337077,-0.127785,0.476824,0.963521
0.280000,0.541953,0.010798,0.840340,-0.053555,-0.014014,0.065471,-0.336262,-0.134539,0.488686,0.964022
0.290000,0.541822,0.011629,0.840413,-0.056908,-0.015393,0.070413,-0.333907,-0.141160,0.499465,0.964531
0.300000,0.541677,0.012516,0.840494,-0.060229,-0.016837,0.075457,-0.330034,-0.147620,0.509163,0.965047
0.310000,0.541518,0.013459,0.840582,-0.063504,-0.018345,0.080592,-0.324668,-0.153894,0.517783,0.965571
0.320000,0.541346,0.014458,0.840676,-0.066718,-0.019914,0.085809,-0.317843,-0.159955,0.525336,0.966101
0.330000,0.541159,0.015512,0.840777,-0.069856,-0.021543,0.091096,-0.309593,-0.165777,0.531834,0.966637
0.340000,0.540957,0.016619,0.840886,-0.072905,-0.023229,0.096442,-0.299958,-0.171336,0.537293,0.967178
0.350000,0.540736,0.017778,0.841004,-0.075851,-0.024969,0.101838,-0.288980,-0.176606,0.541732,0.967724
0.360000,0.540498,0.018992,0.841131,-0.078680,-0.026760,0.107274,-0.276702,-0.181563,0.545170,0.968274
0.370000,0.540244,0.020262,0.841264,-0.081381,-0.028599,0.112739,-0.263174,-0.186183,0.547632,0.968828
0.380000,0.539972,0.021584,0.841406,-0.083940,-0.030483,0.118223,-0.248443,-0.190443,0.549142,0.969385
0.390000,0.539681,0.022954,0.841556,-0.086346,-0.032407,0.123719,-0.232562,-0.194318,0.549727,0.969944
0.400000,0.539370,0.024368,0.841716,-0.088588,-0.034368,0.129215,-0.215582,-0.197786,0.549415,0.970505
0.410000,0.539038,0.025832,0.841885,-0.090654,-0.036361,0.134704,-0.197557,-0.200825,0.548236,0.971068
0.420000,0.538687,0.027346,0.842062,-0.092536,-0.038383,0.140177,-0.178543,-0.203413,0.546219,0.971632
0.430000,0.538316,0.028906,0.842247,-0.094222,-0.040428,0.145626,-0.158594,-0.205527,0.543395,0.972196
0.440000,0.537923,0.030506,0.842442,-0.095705,-0.042492,0.151042,-0.137767,-0.207148,0.539798,0.972759
0.450000,0.537508,0.032139,0.842646,-0.096975,-0.044569,0.156419,-0.116118,-0.208253,0.535458,0.973322
