time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,qw,qx,qy,qz,wx,wy,wz
0.000000,0.002249,-3.003153,0.489393,-0.024709,0.011176,0.000883,0.432280,0.014133,0.026755,-3.874585,-0.384720,-0.154251,31.254537,11.256495,3.944017,0.999986,0.004524,0.000982,0.002425,-0.001542,0.011297,0.000757
0.010000,0.002023,-3.003041,0.489404,-0.020575,0.011300,0.001143,0.395059,0.010842,0.025407,-3.573160,-0.274126,-0.115489,29.051886,10.864262,3.808879,0.999986,0.004509,0.001012,0.002422,-0.002850,0.006604,-0.000510
0.020000,0.001836,-3.002927,0.489416,-0.016798,0.011397,0.001392,0.360745,0.008638,0.024440,-3.293126,-0.167395,-0.078067,26.975587,10.483879,3.675800,0.999986,0.004495,0.001045,0.002420,-0.003684,0.003578,-0.001335
0.030000,0.001685,-3.002813,0.489431,-0.013351,0.011476,0.001633,0.329129,0.007482,0.023841,-3.033242,-0.064410,-0.041966,25.021319,10.114986,3.544760,0.999986,0.004480,0.001077,0.002417,-0.004184,0.001730,-0.001845
0.040000,0.001568,-3.002698,0.489449,-0.010207,0.011550,0.001870,0.300017,0.007338,0.023597,-2.792308,0.034941,-0.007165,23.184762,9.757144,3.415725,0.999987,0.004465,0.001105,0.002413,-0.004457,0.000686,-0.002138
0.050000,0.001480,-3.002582,0.489469,-0.007343,0.011626,0.002106,0.273224,0.008169,0.023694,-2.569168,0.130777,0.026356,21.461597,9.410868,3.288784,0.999987,0.004447,0.001125,0.002407,-0.004581,0.000163,-0.002289
0.060000,0.001420,-3.002465,0.489491,-0.004735,0.011716,0.002345,0.248578,0.009942,0.024120,-2.362712,0.223196,0.058618,19.847504,9.074858,3.163801,0.999987,0.004427,0.001134,0.002398,-0.004616,-0.000041,-0.002351
0.070000,0.001385,-3.002347,0.489516,-0.002364,0.011828,0.002590,0.225918,0.012622,0.024862,-2.171869,0.312308,0.089639,18.338161,8.749146,3.040805,0.999987,0.004404,0.001136,0.002387,-0.004601,-0.000069,-0.002362
0.080000,0.001372,-3.002228,0.489543,-0.000211,0.011972,0.002843,0.205092,0.016177,0.025908,-1.995614,0.398212,0.119440,16.929250,8.433343,2.919783,0.999987,0.004381,0.001134,0.002374,-0.004564,-0.000017,-0.002348
0.090000,0.001380,-3.002108,0.489573,0.001743,0.012155,0.003109,0.185960,0.020576,0.027247,-1.832964,0.481006,0.148041,15.616450,8.126925,2.800735,0.999987,0.004357,0.001130,0.002362,-0.004521,0.000058,-0.002325
0.100000,0.001406,-3.001985,0.489605,0.003514,0.012386,0.003389,0.168391,0.025787,0.028865,-1.682979,0.560794,0.175461,14.395442,7.830891,2.683594,0.999987,0.004334,0.001128,0.002350,-0.004481,0.000123,-0.002302
0.110000,0.001450,-3.001860,0.489640,0.005116,0.012673,0.003687,0.152261,0.031782,0.030752,-1.544763,0.637658,0.201719,13.261904,7.543370,2.568399,0.999987,0.004311,0.001129,0.002338,-0.004448,0.000165,-0.002283
0.120000,0.001508,-3.001732,0.489679,0.006563,0.013024,0.004005,0.137459,0.038531,0.032896,-1.417464,0.711691,0.226835,12.211518,7.264622,2.455118,0.999987,0.004289,0.001130,0.002327,-0.004423,0.000182,-0.002270
0.130000,0.001581,-3.001599,0.489721,0.007869,0.013446,0.004346,0.123878,0.046007,0.035285,-1.300270,0.782979,0.250828,11.239963,6.994318,2.343738,0.999988,0.004267,0.001130,0.002316,-0.004403,0.000179,-0.002261
0.140000,0.001665,-3.001462,0.489766,0.009044,0.013946,0.004711,0.111422,0.054182,0.037909,-1.192416,0.851604,0.273716,10.342920,6.732039,2.234251,0.999988,0.004245,0.001131,0.002304,-0.004386,0.000166,-0.002255
0.150000,0.001761,-3.001320,0.489815,0.010101,0.014532,0.005105,0.100001,0.063030,0.040756,-1.093178,0.917644,0.295519,9.516067,6.477159,2.126657,0.999988,0.004223,0.001132,0.002293,-0.004370,0.000150,-0.002250
0.160000,0.001867,-3.001171,0.489868,0.011048,0.015209,0.005527,0.089532,0.072527,0.043816,-1.001875,0.981187,0.316255,8.755085,6.231122,2.020840,0.999988,0.004201,0.001132,0.002282,-0.004354,0.000138,-0.002243
0.170000,0.001982,-3.001016,0.489926,0.011894,0.015984,0.005982,0.079939,0.082646,0.047077,-0.917871,1.042295,0.335942,8.055654,5.991585,1.916907,0.999988,0.004180,0.001133,0.002271,-0.004334,0.000135,-0.002235
0.180000,0.002104,-3.000851,0.489988,0.012649,0.016864,0.006469,0.071153,0.093365,0.050531,-0.840571,1.101042,0.354599,7.413455,5.759035,1.814795,0.999988,0.004158,0.001134,0.002260,-0.004312,0.000142,-0.002224
0.190000,0.002234,-3.000678,0.490055,0.013320,0.017854,0.006993,0.063108,0.104659,0.054166,-0.769426,1.157499,0.372244,6.824167,5.533338,1.714485,0.999988,0.004136,0.001135,0.002248,-0.004288,0.000157,-0.002211
0.200000,0.002371,-3.000494,0.490128,0.013914,0.018959,0.007553,0.055745,0.116507,0.057973,-0.703926,1.211722,0.388895,6.283469,5.313193,1.616009,0.999988,0.004115,0.001136,0.002238,-0.004262,0.000176,-0.002197
0.210000,0.002512,-3.000298,0.490206,0.014437,0.020186,0.008153,0.049005,0.128886,0.061941,-0.645082,1.263701,0.404570,5.757922,5.097884,1.519289,0.999988,0.004094,0.001137,0.002227,-0.004241,0.000181,-0.002187
0.220000,0.002659,-3.000090,0.490291,0.014896,0.021538,0.008793,0.042848,0.141775,0.066061,-0.586189,1.313829,0.419287,5.769768,4.914967,1.424395,0.999989,0.004073,0.001137,0.002216,-0.004220,0.000187,-0.002177
0.230000,0.002810,-2.999867,0.490382,0.015296,0.023023,0.009474,0.037254,0.155155,0.070323,-0.534966,1.361728,0.433063,4.472801,4.665276,1.331106,0.999989,0.004052,0.001138,0.002205,-0.004199,0.000192,-0.002166
0.240000,0.002965,-2.999629,0.490481,0.015642,0.024643,0.010200,0.032121,0.169002,0.074719,-0.491406,1.407433,0.445916,4.504789,4.490459,1.239742,0.999989,0.004031,0.001139,0.002194,-0.004178,0.000197,-0.002156
0.250000,0.003123,-2.999374,0.490586,0.015940,0.026404,0.010969,0.027433,0.183298,0.079239,-0.446970,1.451430,0.457862,4.128365,4.296556,1.149946,0.999989,0.004010,0.001140,0.002183,-0.004157,0.000202,-0.002146
0.260000,0.003283,-2.999100,0.490700,0.016192,0.028311,0.011785,0.023160,0.198024,0.083873,-0.408356,1.493391,0.468919,3.778440,4.107394,1.061892,0.999989,0.003989,0.001141,0.002173,-0.004136,0.000208,-0.002136
0.270000,0.003446,-2.998807,0.490822,0.016404,0.030366,0.012647,0.019270,0.213161,0.088614,-0.369661,1.533695,0.479108,3.791085,3.943576,0.975992,0.999989,0.003968,0.001142,0.002162,-0.004116,0.000213,-0.002126
0.280000,0.003611,-2.998492,0.490953,0.016579,0.032575,0.013557,0.015749,0.228691,0.093453,-0.336099,1.572051,0.488439,2.920065,3.727850,0.890513,0.999989,0.003948,0.001144,0.002151,-0.004095,0.000218,-0.002116
0.290000,0.003778,-2.998155,0.491094,0.016720,0.034941,0.014516,0.012529,0.244595,0.098380,-0.307665,1.608483,0.496929,2.945942,3.570103,0.807863,0.999989,0.003927,0.001145,0.002141,-0.004075,0.000223,-0.002106
0.300000,0.003946,-2.997793,0.491244,0.016830,0.037468,0.015525,0.009600,0.260856,0.103388,-0.278598,1.643371,0.504600,2.695951,3.397175,0.726366,0.999989,0.003907,0.001146,0.002130,-0.004055,0.000228,-0.002096
0.310000,0.004114,-2.997405,0.491404,0.016913,0.040159,0.016584,0.006943,0.277457,0.108469,-0.253427,1.676493,0.511469,2.463536,3.231192,0.646934,0.999990,0.003887,0.001147,0.002120,-0.004034,0.000234,-0.002086
0.320000,0.004284,-2.996989,0.491576,0.016970,0.043018,0.017695,0.004534,0.294381,0.113615,-0.228142,1.708101,0.517543,2.477949,3.082824,0.568328,0.999990,0.003867,0.001148,0.002110,-0.004014,0.000239,-0.002076
0.330000,0.004454,-2.996544,0.491758,0.017004,0.046048,0.018857,0.002367,0.311613,0.118818,-0.206300,1.737990,0.522848,1.889583,2.895490,0.492909,0.999990,0.003847,0.001149,0.002099,-0.003994,0.000244,-0.002067
0.340000,0.004624,-2.996068,0.491953,0.017018,0.049252,0.020071,0.000396,0.329135,0.124070,-0.187901,1.766188,0.527400,1.912367,2.752792,0.417546,0.999990,0.003827,0.001151,0.002089,-0.003974,0.000249,-0.002057
0.350000,0.004794,-2.995559,0.492160,0.017013,0.052632,0.021338,-0.001387,0.346932,0.129363,-0.169020,1.792983,0.531207,1.746783,2.599182,0.344349,0.999990,0.003807,0.001152,0.002079,-0.003955,0.000254,-0.002048
0.360000,0.004964,-2.995015,0.492380,0.016991,0.056191,0.022659,-0.002994,0.364989,0.134691,-0.152741,1.818193,0.534287,1.593071,2.448953,0.272598,0.999990,0.003787,0.001153,0.002069,-0.003935,0.000260,-0.002038
0.370000,0.005134,-2.994434,0.492613,0.016954,0.059932,0.024032,-0.004440,0.383292,0.140047,-0.136365,1.842026,0.536670,1.604632,2.312608,0.203588,0.999990,0.003767,0.001154,0.002058,-0.003915,0.000265,-0.002029
0.380000,0.005303,-2.993815,0.492861,0.016903,0.063858,0.025460,-0.005730,0.401825,0.145422,-0.122276,1.864339,0.538351,1.212454,2.150301,0.132921,0.999990,0.003748,0.001156,0.002048,-0.003896,0.000270,-0.002019
0.390000,0.005472,-2.993156,0.493123,0.016839,0.067970,0.026941,-0.006894,0.420573,0.150811,-0.110476,1.885154,0.539346,1.229542,2.018963,0.066861,0.999990,0.003728,0.001157,0.002038,-0.003877,0.000275,-0.002010
0.400000,0.005640,-2.992455,0.493400,0.016765,0.072270,0.028476,-0.007937,0.439524,0.156207,-0.098334,1.904678,0.539688,1.120432,1.880800,0.001267,0.999990,0.003709,0.001158,0.002028,-0.003857,0.000281,-0.002000
0.410000,0.005807,-2.991710,0.493692,0.016681,0.076761,0.030065,-0.008867,0.458662,0.161603,-0.087918,1.922783,0.539379,1.019193,1.745362,-0.062771,0.999990,0.003690,0.001160,0.002018,-0.003838,0.000286,-0.001991
