time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.110000,-0.179183,-2.724965,1.471590,-0.009154,0.002951,-0.005987,-0.069327,-0.015297,0.063493,-0.605429,1.350559,-0.254256,-11.639158,-0.823662,3.213525
0.120000,-0.179278,-2.724936,1.471534,-0.009879,0.002866,-0.005364,-0.075878,-0.001887,0.061112,-0.696588,1.326559,-0.221729,-6.739331,-3.801766,3.287142
0.130000,-0.179381,-2.724907,1.471483,-0.010673,0.002912,-0.004764,-0.083110,0.011152,0.059060,-0.743019,1.277824,-0.188604,-2.680578,-5.789907,3.333478
0.140000,-0.179492,-2.724877,1.471438,-0.011542,0.003087,-0.004182,-0.090616,0.023619,0.057341,-0.752737,1.213680,-0.155145,0.616913,-6.902404,3.354141
0.150000,-0.179612,-2.724845,1.471399,-0.012486,0.003382,-0.003616,-0.098066,0.035401,0.055957,-0.732953,1.142313,-0.121601,3.232952,-7.253574,3.350740
0.160000,-0.179742,-2.724809,1.471366,-0.013502,0.003792,-0.003062,-0.105198,0.046464,0.054909,-0.690083,1.070765,-0.088205,5.247350,-6.957736,3.324882
0.170000,-0.179882,-2.724769,1.471338,-0.014588,0.004309,-0.002516,-0.111810,0.056836,0.054192,-0.629745,1.004934,-0.055173,6.739920,-6.129208,3.278175
0.180000,-0.180034,-2.724723,1.471316,-0.015736,0.004927,-0.001977,-0.117751,0.066598,0.053803,-0.556758,0.949576,-0.022706,7.790472,-4.882308,3.212229
0.190000,-0.180197,-2.724670,1.471298,-0.016940,0.005640,-0.001439,-0.122916,0.075875,0.053735,-0.475143,0.908302,0.009013,8.478816,-3.331354,3.128651
0.200000,-0.180373,-2.724610,1.471287,-0.018192,0.006443,-0.000901,-0.127236,0.084819,0.053980,-0.388123,0.883581,0.039814,8.884765,-1.590664,3.029049
0.210000,-0.180561,-2.724541,1.471280,-0.019477,0.007327,-0.000359,-0.130873,0.093932,0.054527,-0.316912,0.906765,0.069483,9.562693,-0.532927,2.916630
0.220000,-0.180762,-2.724463,1.471280,-0.020800,0.008312,0.000191,-0.133555,0.102991,0.055366,-0.218658,0.906958,0.098032,10.059737,0.578771,2.791208
0.230000,-0.180977,-2.724375,1.471284,-0.022144,0.009387,0.000750,-0.135232,0.112108,0.056484,-0.116248,0.918449,0.125268,10.397600,1.722974,2.654196
0.240000,-0.181205,-2.724275,1.471295,-0.023501,0.010554,0.001321,-0.135871,0.121398,0.057867,-0.011164,0.941454,0.151082,10.597981,2.878225,2.507007
0.250000,-0.181447,-2.724163,1.471311,-0.024858,0.011816,0.001908,-0.135451,0.130976,0.059500,0.095326,0.975978,0.175379,10.682584,4.023069,2.351052
0.260000,-0.181702,-2.724038,1.471333,-0.026205,0.013173,0.002512,-0.134016,0.141020,0.061368,0.197337,1.027698,0.197973,10.795289,4.987309,2.190420
0.270000,-0.181971,-2.723899,1.471361,-0.027533,0.014636,0.003136,-0.131502,0.151561,0.063454,0.305486,1.082248,0.219047,10.820656,5.916442,2.023521
0.280000,-0.182253,-2.723745,1.471396,-0.028831,0.016207,0.003782,-0.127906,0.162695,0.065743,0.413481,1.145899,0.238426,10.765426,6.807224,1.851439
0.290000,-0.182547,-2.723575,1.471437,-0.030088,0.017892,0.004451,-0.123235,0.174508,0.068217,0.520549,1.218254,0.256062,10.636340,7.656410,1.675258
0.300000,-0.182854,-2.723387,1.471485,-0.031292,0.019699,0.005147,-0.117501,0.187087,0.070858,0.625984,1.298878,0.271921,10.440138,8.460757,1.496064
0.310000,-0.183173,-2.723180,1.471540,-0.032434,0.021636,0.005869,-0.110735,0.200518,0.073648,0.728043,1.387886,0.285854,10.211517,9.202437,1.318045
0.320000,-0.183503,-2.722954,1.471602,-0.033503,0.023713,0.006620,-0.102949,0.214869,0.076569,0.828776,1.483413,0.298139,9.925838,9.894577,1.138802
0.330000,-0.183843,-2.722706,1.471672,-0.034490,0.025937,0.007401,-0.094170,0.230209,0.079605,0.926381,1.585607,0.308628,9.586418,10.535719,0.959039
0.340000,-0.184192,-2.722434,1.471750,-0.035383,0.028320,0.008212,-0.084433,0.246602,0.082736,1.020336,1.693952,0.317320,9.196576,11.124406,0.779462
0.350000,-0.184550,-2.722139,1.471837,-0.036175,0.030873,0.009056,-0.073777,0.264107,0.085945,1.110155,1.807916,0.324221,8.759628,11.659179,0.600776
0.360000,-0.184915,-2.721816,1.471932,-0.036856,0.033606,0.009932,-0.062249,0.282777,0.089213,1.195010,1.926936,0.329196,8.288313,12.138975,0.427359
0.370000,-0.185287,-2.721466,1.472035,-0.037417,0.036532,0.010840,-0.049893,0.302660,0.092523,1.275362,2.050488,0.332610,7.775374,12.561895,0.255793
0.380000,-0.185663,-2.721085,1.472148,-0.037851,0.039664,0.011782,-0.036760,0.323800,0.095859,1.350386,2.177979,0.334319,7.222974,12.926431,0.086332
0.390000,-0.186044,-2.720672,1.472271,-0.038150,0.043013,0.012757,-0.022905,0.346231,0.099204,1.419697,2.308817,0.334344,6.633277,13.231079,-0.080770
0.400000,-0.186426,-2.720224,1.472404,-0.038307,0.046593,0.013766,-0.008386,0.369985,0.102541,1.482934,2.442396,0.332712,6.008447,13.474333,-0.245258
0.410000,-0.186809,-2.719739,1.472547,-0.038316,0.050417,0.014808,0.006733,0.395087,0.105852,1.539765,2.578182,0.329350,5.350440,13.652467,-0.404382
0.420000,-0.187192,-2.719215,1.472700,-0.038171,0.054499,0.015883,0.022387,0.421554,0.109123,1.589850,2.715331,0.324522,4.661653,13.766466,-0.560687
0.430000,-0.187572,-2.718648,1.472864,-0.037867,0.058853,0.016990,0.038506,0.449396,0.112337,1.632902,2.853293,0.318146,3.944273,13.815097,-0.714225
0.440000,-0.187949,-2.718037,1.473040,-0.037399,0.063492,0.018130,0.055020,0.478620,0.115480,1.668647,2.991411,0.310247,3.200490,13.797125,-0.865045
0.450000,-0.188319,-2.717378,1.473227,-0.036765,0.068430,0.019300,0.071854,0.509223,0.118537,1.696831,3.129010,0.300854,2.432492,13.711317,-1.013198
0.460000,-0.188683,-2.716667,1.473426,-0.035961,0.073680,0.020500,0.088932,0.541200,0.121492,1.717287,3.265748,0.289961,1.640865,13.547807,-1.157962
0.470000,-0.189038,-2.715903,1.473637,-0.034986,0.079258,0.021729,0.106173,0.574531,0.124332,1.729655,3.400120,0.277668,0.829597,13.315050,-1.300255
0.480000,-0.189382,-2.715081,1.473861,-0.033838,0.085176,0.022986,0.123497,0.609193,0.127041,1.733822,3.531818,0.263964,0.001074,13.012866,-1.440223
0.490000,-0.189714,-2.714198,1.474097,-0.032516,0.091446,0.024270,0.140822,0.645156,0.129606,1.729627,3.660146,0.248871,-0.842319,12.641080,-1.578010
0.500000,-0.190032,-2.713251,1.474346,-0.031021,0.098083,0.025578,0.158062,0.682383,0.132014,1.716934,3.784407,0.232410,-1.698197,12.199513,-1.713763
0.510000,-0.190334,-2.712235,1.474609,-0.029355,0.105098,0.026909,0.175131,0.720835,0.134250,1.695554,3.904525,0.214649,-2.562286,11.672281,-1.848816
0.520000,-0.190619,-2.711148,1.474884,-0.027520,0.112503,0.028262,0.191944,0.760455,0.136302,1.665577,4.018326,0.195493,-3.434320,11.076837,-1.981980
0.530000,-0.190884,-2.709984,1.475174,-0.025518,0.120311,0.029635,0.208413,0.801181,0.138156,1.626849,4.125840,0.175016,-4.312145,10.414927,-2.113253
0.540000,-0.191129,-2.708740,1.475477,-0.023353,0.128530,0.031025,0.224451,0.842948,0.139798,1.579322,4.226409,0.153235,-5.193608,9.688297,-2.242634
0.550000,-0.191351,-2.707412,1.475794,-0.021030,0.137173,0.032430,0.239970,0.885684,0.141216,1.522972,4.319396,0.130169,-6.076554,8.898693,-2.370123
0.560000,-0.191549,-2.705995,1.476126,-0.018556,0.146247,0.033848,0.254883,0.929316,0.142399,1.457919,4.404857,0.105987,-6.961994,8.030723,-2.499460
0.570000,-0.191721,-2.704485,1.476471,-0.015935,0.155761,0.035277,0.269099,0.973751,0.143332,1.383884,4.480584,0.080355,-7.844222,7.105369,-2.626445
0.580000,-0.191867,-2.702878,1.476831,-0.013176,0.165724,0.036714,0.282531,1.018896,0.144002,1.301053,4.546786,0.053467,-8.720695,6.126475,-2.750621
0.590000,-0.191984,-2.701169,1.477206,-0.010287,0.176141,0.038156,0.295091,1.064653,0.144397,1.209498,4.602948,0.025353,-9.588872,5.097886,-2.871529
0.600000,-0.192072,-2.699354,1.477595,-0.007278,0.187019,0.039601,0.306692,1.110920,0.144505,1.109312,4.648591,-0.003951,-10.446210,4.023447,-2.988711
0.610000,-0.192129,-2.697427,1.477998,-0.004157,0.198361,0.041045,0.317250,1.157598,0.144316,1.000692,4.684099,-0.034267,-11.292041,2.886246,-3.105234
0.620000,-0.192155,-2.695385,1.478415,-0.000936,0.210172,0.042486,0.326678,1.204563,0.143816,0.883609,4.707124,-0.065881,-12.121721,1.713425,-3.216682
0.630000,-0.192148,-2.693222,1.478847,0.002373,0.222453,0.043920,0.334895,1.251700,0.142994,0.758321,4.718270,-0.098581,-12.932479,0.511370,-3.322165
0.640000,-0.192107,-2.690935,1.479294,0.005757,0.235206,0.045345,0.341818,1.298888,0.141841,0.625031,4.717275,-0.132302,-13.721544,-0.713533,-3.420792
0.650000,-0.192033,-2.688517,1.479754,0.009204,0.248430,0.046756,0.347369,1.346005,0.140345,0.483971,4.703944,-0.166971,-14.486145,-1.954897,-3.511674
0.660000,-0.191923,-2.685964,1.480229,0.012700,0.262125,0.048151,0.351473,1.392936,0.138499,0.335499,4.679090,-0.202505,-15.226038,-3.230241,-3.593951
0.670000,-0.191778,-2.683273,1.480717,0.016229,0.276288,0.049525,0.354055,1.439544,0.136293,0.179665,4.640404,-0.238817,-15.935616,-4.506348,-3.666699
0.680000,-0.191598,-2.680437,1.481219,0.019776,0.290914,0.050875,0.355044,1.485702,0.133720,0.016898,4.588992,-0.275805,-16.611797,-5.773905,-3.729022
0.690000,-0.191383,-2.677453,1.481735,0.023324,0.306000,0.052198,0.354371,1.531282,0.130775,-0.152450,4.524985,-0.313360,-17.251501,-7.023599,-3.780027
0.700000,-0.191132,-2.674316,1.482263,0.026857,0.321538,0.053490,0.351974,1.576160,0.127451,-0.328000,4.448610,-0.351364,-17.851648,-8.246117,-3.818821
0.710000,-0.190846,-2.671021,1.482804,0.030358,0.337520,0.054746,0.347791,1.620214,0.123744,-0.509420,4.360159,-0.389921,-18.407153,-9.431502,-3.838728
0.720000,-0.190525,-2.667564,1.483358,0.033807,0.353939,0.055963,0.341768,1.663324,0.119652,-0.696081,4.260104,-0.428353,-18.917184,-10.571165,-3.845343
0.730000,-0.190170,-2.663940,1.483923,0.037187,0.370783,0.057138,0.333853,1.705379,0.115177,-0.887603,4.148919,-0.466783,-19.378906,-11.655870,-3.838479
0.740000,-0.189782,-2.660147,1.484501,0.040478,0.388042,0.058265,0.324001,1.746268,0.110317,-1.083488,4.027201,-0.505077,-19.789486,-12.676385,-3.817951
0.750000,-0.189361,-2.656178,1.485089,0.043660,0.405704,0.059343,0.312171,1.785890,0.105076,-1.283212,3.895636,-0.543096,-20.146086,-13.623474,-3.783572
0.760000,-0.188909,-2.652031,1.485687,0.046714,0.423756,0.060366,0.298323,1.824138,0.099452,-1.486452,3.753914,-0.581132,-20.440031,-14.460315,-3.724292
0.770000,-0.188427,-2.647702,1.486296,0.049620,0.442183,0.061331,0.282433,1.860942,0.093456,-1.692077,3.605493,-0.618024,-20.675043,-15.208641,-3.652119
0.780000,-0.187917,-2.643186,1.486914,0.052356,0.460970,0.062234,0.264475,1.896225,0.087094,-1.899749,3.450056,-0.654135,-20.849001,-15.862596,-3.568197
0.790000,-0.187380,-2.638481,1.487540,0.054902,0.480102,0.063071,0.244433,1.929923,0.080376,-2.108847,3.288575,-0.689352,-20.959786,-16.416324,-3.473669
0.800000,-0.186820,-2.633583,1.488175,0.057238,0.499563,0.063840,0.222296,1.961980,0.073310,-2.318728,3.122083,-0.723577,-21.005278,-16.863970,-3.369681
0.810000,-0.186237,-2.628489,1.488817,0.059341,0.519336,0.064537,0.198053,1.992331,0.065903,-2.529210,2.949778,-0.757207,-20.971178,-17.151905,-3.245040
0.820000,-0.185634,-2.623196,1.489465,0.061192,0.539404,0.065157,0.171714,2.020967,0.058171,-2.738468,2.777286,-0.789009,-20.869037,-17.327896,-3.114736
0.830000,-0.185014,-2.617700,1.490120,0.062769,0.559750,0.065699,0.143288,2.047872,0.050127,-2.946362,2.603593,-0.819491,-20.698226,-17.391936,-2.981424
0.840000,-0.184379,-2.612000,1.490779,0.064051,0.580356,0.066159,0.112793,2.073039,0.041785,-3.152202,2.429820,-0.848637,-20.458117,-17.344018,-2.847759
0.850000,-0.183734,-2.606092,1.491443,0.065018,0.601205,0.066534,0.080253,2.096472,0.033159,-3.355291,2.257086,-0.876454,-20.148081,-17.184136,-2.716396
0.860000,-0.183080,-2.599975,1.492109,0.065649,0.622280,0.066821,0.045693,2.118163,0.024257,-3.555467,2.084193,-0.903253,-19.753881,-16.853745,-2.583122
0.870000,-0.182422,-2.593646,1.492779,0.065925,0.643563,0.067018,0.009158,2.138169,0.015098,-3.750745,1.917747,-0.928451,-19.290164,-16.418544,-2.458299
0.880000,-0.181763,-2.587103,1.493449,0.065826,0.665038,0.067122,-0.029305,2.156534,0.005692,-3.941042,1.756147,-0.952459,-18.757968,-15.885698,-2.345423
0.890000,-0.181107,-2.580344,1.494121,0.065333,0.686689,0.067131,-0.069644,2.173311,-0.003948,-4.125679,1.600335,-0.975411,-18.158332,-15.262366,-2.247990
0.900000,-0.180457,-2.573369,1.494792,0.064427,0.708499,0.067043,-0.111798,2.188563,-0.013813,-4.303987,1.451178,-0.997482,-17.492293,-14.555712,-2.169493
0.910000,-0.179819,-2.566174,1.495461,0.063091,0.730455,0.066854,-0.155703,2.202348,-0.023893,-4.475535,1.308451,-1.018696,-16.755125,-13.747052,-2.117975
0.920000,-0.179197,-2.558759,1.496128,0.061308,0.752542,0.066564,-0.201283,2.214760,-0.034186,-4.639135,1.175302,-1.039723,-15.954338,-12.872558,-2.091829
0.930000,-0.178595,-2.551123,1.496792,0.059060,0.774746,0.066170,-0.248458,2.225885,-0.044687,-4.794416,1.051185,-1.060627,-15.091674,-11.942556,-2.093993
0.940000,-0.178018,-2.543264,1.497451,0.056333,0.797056,0.065669,-0.297141,2.235815,-0.055399,-4.940768,0.936602,-1.081707,-14.168879,-10.967372,-2.127405
0.950000,-0.177470,-2.535181,1.498105,0.053113,0.819459,0.065061,-0.347241,2.244650,-0.066323,-5.077599,0.831954,-1.103289,-13.187695,-9.957334,-2.195005
0.960000,-0.176957,-2.526874,1.498752,0.049384,0.841946,0.064342,-0.398665,2.252486,-0.077461,-5.204788,0.737302,-1.125157,-12.138380,-8.916828,-2.314212
0.970000,-0.176484,-2.518342,1.499392,0.045135,0.864506,0.063511,-0.451301,2.259431,-0.088831,-5.320701,0.653397,-1.149054,-11.035572,-7.862849,-2.471710
0.980000,-0.176056,-2.509584,1.500022,0.040355,0.887132,0.062565,-0.505041,2.265589,-0.100448,-5.425332,0.580053,-1.174723,-9.882422,-6.806448,-2.668666
0.990000,-0.175679,-2.500599,1.500643,0.035031,0.909815,0.061501,-0.559769,2.271067,-0.112332,-5.518192,0.517239,-1.202563,-8.682081,-5.758680,-2.906245
1.000000,-0.175357,-2.491388,1.501252,0.029156,0.932551,0.060317,-0.615364,2.275969,-0.124508,-5.598826,0.464814,-1.232987,-7.437698,-4.730598,-3.185613
1.010000,-0.175097,-2.481948,1.501849,0.022722,0.955333,0.059010,-0.671702,2.280410,-0.136993,-5.666702,0.423713,-1.265535,-6.155158,-3.763271,-3.530250
1.020000,-0.174905,-2.472281,1.502432,0.015720,0.978158,0.057576,-0.728655,2.284475,-0.149831,-5.721681,0.390761,-1.302734,-4.834545,-2.834062,-3.916274
1.030000,-0.174785,-2.462385,1.503000,0.008147,1.001021,0.056012,-0.786091,2.288255,-0.163061,-5.763275,0.366880,-1.343993,-3.478674,-1.950351,-4.342120
1.040000,-0.174744,-2.452260,1.503551,-0.000003,1.023922,0.054313,-0.843874,2.291841,-0.176726,-5.791146,0.351578,-1.389704,-2.090363,-1.119515,-4.806221
1.050000,-0.174787,-2.441906,1.504085,-0.008731,1.046858,0.052475,-0.901867,2.295314,-0.190871,-5.804983,0.344289,-1.440240,-0.672426,-0.348933,-5.307010
1.060000,-0.174920,-2.431323,1.504600,-0.018040,1.069828,0.050494,-0.959924,2.298762,-0.205537,-5.804309,0.345378,-1.494972,0.767360,0.328659,-5.867910
1.070000,-0.175150,-2.420510,1.505095,-0.027930,1.092833,0.048362,-1.017905,2.302243,-0.220790,-5.789333,0.351754,-1.556584,2.231746,0.934345,-6.459305
1.080000,-0.175481,-2.409466,1.505567,-0.038398,1.115873,0.046076,-1.075662,2.305816,-0.236689,-5.759599,0.363811,-1.624244,3.718522,1.463851,-7.076569
1.090000,-0.175919,-2.398192,1.506016,-0.049442,1.138950,0.043626,-1.133047,2.309535,-0.253296,-5.714895,0.380763,-1.698187,5.225479,1.912902,-7.715076
1.100000,-0.176471,-2.386687,1.506439,-0.061057,1.162064,0.041007,-1.189909,2.313445,-0.270674,-5.655030,0.401786,-1.778601,6.750408,2.277226,-8.370200
1.110000,-0.177142,-2.374951,1.506835,-0.073237,1.185219,0.038210,-1.246100,2.317591,-0.288881,-5.580179,0.426880,-1.864794,8.299797,2.530610,-9.058444
1.120000,-0.177938,-2.362983,1.507203,-0.085976,1.208417,0.035226,-1.301461,2.321989,-0.307993,-5.489380,0.453076,-1.958843,9.861674,2.693404,-9.751465
1.130000,-0.178864,-2.350782,1.507539,-0.099263,1.231660,0.032047,-1.355835,2.326656,-0.328080,-5.382915,0.480441,-2.059815,11.432768,2.764023,-10.442049
1.140000,-0.179925,-2.338349,1.507843,-0.113089,1.254951,0.028661,-1.409067,2.331599,-0.349212,-5.260705,0.508044,-2.167651,13.009802,2.740879,-11.122982
1.150000,-0.181127,-2.325683,1.508112,-0.127440,1.278293,0.025059,-1.460997,2.336815,-0.371456,-5.122710,0.534940,-2.282219,14.589505,2.622384,-11.787052
1.160000,-0.182476,-2.312783,1.508343,-0.142304,1.301688,0.021228,-1.511469,2.342306,-0.394873,-4.968962,0.561448,-2.402809,16.169730,2.374627,-12.439761
1.170000,-0.183975,-2.299649,1.508535,-0.157664,1.325139,0.017157,-1.560324,2.348034,-0.419533,-4.799379,0.583561,-2.530337,17.745937,2.032304,-13.059621
1.180000,-0.185631,-2.286280,1.508686,-0.173505,1.348649,0.012833,-1.607404,2.353964,-0.445500,-4.614068,0.601787,-2.663862,19.314714,1.597784,-13.637863
1.190000,-0.187447,-2.272676,1.508791,-0.189806,1.372219,0.008242,-1.652553,2.360054,-0.472829,-4.413121,0.615217,-2.802926,20.872649,1.073439,-14.165716
1.200000,-0.189428,-2.258836,1.508850,-0.206549,1.395850,0.003372,-1.695615,2.366250,-0.501575,-4.196662,0.622964,-2.946980,22.416330,0.461639,-14.634408
1.210000,-0.191579,-2.244759,1.508858,-0.223711,1.419544,-0.001794,-1.736438,2.372499,-0.531784,-3.965122,0.624837,-3.095426,23.949149,-0.252200,-15.034195
1.220000,-0.193904,-2.230444,1.508813,-0.241269,1.443300,-0.007269,-1.774866,2.378721,-0.563495,-3.718056,0.618408,-3.247452,25.460056,-1.046677,-15.357399
1.230000,-0.196406,-2.215892,1.508711,-0.259200,1.467118,-0.013069,-1.810749,2.384839,-0.596742,-3.456008,0.603650,-3.402290,26.944807,-1.917343,-15.595370
1.240000,-0.199089,-2.201102,1.508550,-0.277475,1.490996,-0.019209,-1.843937,2.390764,-0.631548,-3.179261,0.579822,-3.559046,28.399158,-2.859751,-15.739455
1.250000,-0.201956,-2.186072,1.508326,-0.296069,1.514932,-0.025705,-1.874286,2.396403,-0.667926,-2.888141,0.546231,-3.716737,29.818861,-3.869455,-15.781003
1.260000,-0.205011,-2.170803,1.508035,-0.314951,1.538923,-0.032573,-1.901659,2.401665,-0.705889,-2.583517,0.503234,-3.874991,31.212378,-4.967526,-15.693809
1.270000,-0.208256,-2.155294,1.507673,-0.334091,1.562964,-0.039828,-1.925911,2.406430,-0.745421,-2.264609,0.447835,-4.031005,32.561203,-6.120872,-15.488924
1.280000,-0.211694,-2.139544,1.507237,-0.353458,1.587049,-0.047486,-1.946907,2.410582,-0.786501,-1.932461,0.380658,-4.184355,33.859535,-7.321924,-15.159847
1.290000,-0.215326,-2.123553,1.506722,-0.373018,1.611173,-0.055563,-1.964518,2.414002,-0.829095,-1.587606,0.301263,-4.333766,35.101573,-8.563109,-14.700075
1.300000,-0.219155,-2.107320,1.506124,-0.392737,1.635326,-0.064073,-1.978619,2.416566,-0.873158,-1.230637,0.209287,-4.477899,36.281518,-9.836855,-14.103107
1.310000,-0.223181,-2.090846,1.505439,-0.412578,1.659501,-0.073030,-1.989097,2.418153,-0.918646,-0.862598,0.105133,-4.616778,37.403564,-11.153033,-13.326349
1.320000,-0.227407,-2.074130,1.504662,-0.432506,1.683685,-0.082450,-1.995835,2.418624,-0.965466,-0.483261,-0.013046,-4.745551,38.450691,-12.484493,-12.403810
1.330000,-0.231831,-2.057172,1.503788,-0.452482,1.707869,-0.092344,-1.998728,2.417847,-1.013524,-0.093857,-0.144575,-4.864362,39.415873,-13.821527,-11.333408
1.340000,-0.236456,-2.039973,1.502813,-0.472468,1.732038,-0.102724,-1.997681,2.415688,-1.062715,0.304760,-0.289463,-4.971720,40.292087,-15.154428,-10.113058
1.350000,-0.241281,-2.022532,1.501732,-0.492423,1.756178,-0.113602,-1.992605,2.412014,-1.112915,0.711665,-0.447618,-5.066116,41.072308,-16.473489,-8.740679
1.360000,-0.246304,-2.004849,1.500540,-0.512306,1.780272,-0.124985,-1.983424,2.406696,-1.164011,1.125789,-0.618465,-5.148104,41.751366,-17.778829,-7.161529
1.370000,-0.251526,-1.986926,1.499231,-0.532077,1.804305,-0.136883,-1.970069,2.399601,-1.215822,1.546241,-0.802641,-5.211198,42.320155,-19.049709,-5.432633
1.380000,-0.256945,-1.968764,1.497800,-0.551693,1.828258,-0.149303,-1.952482,2.390602,-1.268175,1.971800,-0.999308,-5.256272,42.771422,-20.275219,-3.558354
1.390000,-0.262560,-1.950362,1.496243,-0.571112,1.852111,-0.162248,-1.930620,2.379575,-1.320883,2.401254,-1.207958,-5.281895,43.097915,-21.444449,-1.543058
1.400000,-0.268367,-1.931722,1.494554,-0.590291,1.875842,-0.175721,-1.904448,2.366405,-1.373744,2.833319,-1.427973,-5.286678,43.292384,-22.546487,0.608890
1.410000,-0.274365,-1.912845,1.492727,-0.609187,1.899431,-0.189722,-1.873943,2.350978,-1.426569,3.267229,-1.658846,-5.271694,43.332643,-23.564888,2.954198
1.420000,-0.280550,-1.893734,1.490757,-0.627756,1.922854,-0.204251,-1.839105,2.333195,-1.479097,3.700156,-1.899223,-5.229919,43.228202,-24.494953,5.419950
1.430000,-0.286918,-1.874389,1.488640,-0.645955,1.946087,-0.219302,-1.799946,2.312964,-1.531083,4.131292,-2.148417,-5.162933,42.973638,-25.326449,7.994302
1.440000,-0.293467,-1.854813,1.486370,-0.663741,1.969105,-0.234870,-1.756490,2.290201,-1.582268,4.559110,-2.405390,-5.069711,42.563526,-26.049142,10.665411
1.450000,-0.300192,-1.835007,1.483941,-0.681070,1.991882,-0.250944,-1.708780,2.264834,-1.632387,4.982026,-2.669003,-4.949342,41.992443,-26.652799,13.421434
1.460000,-0.307087,-1.814976,1.481349,-0.697903,2.014393,-0.267512,-1.656856,2.236791,-1.681185,5.399866,-2.939108,-4.803152,41.218034,-27.099566,16.303907
1.470000,-0.314148,-1.794721,1.478589,-0.714194,2.036610,-0.284562,-1.600811,2.206039,-1.728353,5.807478,-3.211773,-4.625465,40.276330,-27.410213,19.241071
1.480000,-0.321369,-1.774245,1.475656,-0.729905,2.058505,-0.302073,-1.540740,2.172548,-1.773596,6.204832,-3.486836,-4.418209,39.166430,-27.577888,22.214545
1.490000,-0.328744,-1.753552,1.472546,-0.744996,2.080051,-0.320026,-1.476754,2.136300,-1.816617,6.590243,-3.762832,-4.181114,37.887432,-27.595739,25.205951
1.500000,-0.336267,-1.732645,1.469254,-0.759428,2.101222,-0.338397,-1.408981,2.097293,-1.857118,6.962014,-4.038228,-3.914092,36.438437,-27.456916,28.196908
1.510000,-0.343930,-1.711529,1.465777,-0.773164,2.121989,-0.357159,-1.337541,2.055520,-1.894810,7.320648,-4.313471,-3.618178,34.762817,-27.102894,31.192750
1.520000,-0.351728,-1.690207,1.462110,-0.786168,2.142324,-0.376282,-1.262626,2.011038,-1.929383,7.659208,-4.582046,-3.291429,32.922221,-26.584822,34.148479
1.530000,-0.359651,-1.668684,1.458250,-0.798406,2.162201,-0.395735,-1.184421,1.963899,-1.960541,7.978563,-4.844619,-2.935413,30.922571,-25.902177,37.042814
1.540000,-0.367693,-1.646964,1.454194,-0.809846,2.181593,-0.415481,-1.103124,1.914171,-1.987996,8.277149,-5.099540,-2.550848,28.769789,-25.054436,39.854471
1.550000,-0.375845,-1.625053,1.449940,-0.820459,2.200476,-0.435482,-1.018952,1.861939,-2.011466,8.553468,-5.345155,-2.138670,26.469797,-24.041073,42.562167
1.560000,-0.384099,-1.602956,1.445484,-0.830217,2.218825,-0.455696,-0.932110,1.807277,-2.030672,8.808310,-5.582374,-1.699193,23.972061,-22.796730,45.123670
1.570000,-0.392447,-1.580679,1.440825,-0.839094,2.236615,-0.476080,-0.842871,1.750336,-2.045367,9.035001,-5.803455,-1.235741,21.345873,-21.393657,47.541210
1.580000,-0.400878,-1.558226,1.435962,-0.847067,2.253824,-0.496588,-0.751499,1.691257,-2.055309,9.234842,-6.009743,-0.748911,18.604070,-19.839271,49.796069
