time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,0.334490,-3.020134,1.477557,-0.002276,0.007929,-0.012634,-0.036543,-0.023511,0.044192,-0.065992,0.235579,0.391672,3.127221,11.796261,-0.614038
0.050000,0.334377,-3.019738,1.476926,-0.004104,0.006753,-0.010424,-0.039843,-0.011732,0.063776,0.090369,0.825392,0.360970,3.167305,17.857633,-2.530412
0.100000,0.334080,-3.019459,1.476515,-0.006261,0.006756,-0.006256,-0.027506,0.059028,0.080289,0.250738,2.021342,0.138631,-0.803193,19.605161,-3.527584
0.150000,0.333750,-3.019062,1.476300,-0.006854,0.012656,-0.002395,-0.014769,0.190402,0.077639,0.010050,2.785908,0.008212,-5.699978,9.711415,-0.256422
0.200000,0.333395,-3.018193,1.476275,-0.007738,0.025796,0.001507,-0.026501,0.337619,0.081110,-0.319259,2.992484,0.112988,-4.488171,3.084365,1.730970
0.250000,0.332977,-3.016483,1.476451,-0.009504,0.046418,0.005716,-0.046695,0.489651,0.088937,-0.438767,3.094345,0.181309,-1.597001,2.117476,0.977541
0.300000,0.332444,-3.013552,1.476847,-0.012407,0.074761,0.010401,-0.070378,0.647054,0.099241,-0.478959,3.204232,0.210742,-0.217316,2.046000,0.176206
0.350000,0.331736,-3.009007,1.477491,-0.016542,0.111123,0.015640,-0.094591,0.810074,0.110012,-0.460499,3.298945,0.198929,0.967632,1.334197,-0.661593
0.400000,0.330790,-3.002439,1.478411,-0.021866,0.155768,0.021402,-0.116428,0.976948,0.119134,-0.382196,3.337651,0.144583,2.182736,-0.200963,-1.498890
0.450000,0.329549,-2.993430,1.479631,-0.028185,0.208818,0.027553,-0.132810,1.143839,0.124470,-0.242225,3.278849,0.049040,3.397880,-2.566331,-2.262039
0.500000,0.327971,-2.981557,1.481166,-0.035147,0.270152,0.033849,-0.140651,1.304833,0.124038,-0.042408,3.081018,-0.081621,4.539392,-5.743901,-2.832167
0.550000,0.326035,-2.966415,1.483016,-0.042250,0.339302,0.039957,-0.137051,1.451941,0.116308,0.211714,2.704459,-0.234177,5.535628,-9.644697,-3.047765
0.600000,0.323746,-2.947627,1.485162,-0.048852,0.415346,0.045480,-0.119479,1.575279,0.100620,0.511155,2.116548,-0.386397,6.320461,-14.051908,-2.726215
0.650000,0.321149,-2.924880,1.487564,-0.054198,0.496830,0.050019,-0.085936,1.663596,0.077668,0.843760,1.299268,-0.506798,6.838364,-18.588674,-1.709210
0.700000,0.318327,-2.897944,1.490164,-0.057446,0.581706,0.053247,-0.035103,1.705206,0.049940,1.194991,0.257681,-0.557318,7.050780,-22.716355,0.066989
0.750000,0.315405,-2.866709,1.492889,-0.057708,0.667350,0.055013,0.033563,1.689364,0.021936,1.548838,-0.972368,-0.500099,6.936776,-25.790241,2.488407
0.800000,0.312556,-2.831209,1.495665,-0.054090,0.750642,0.055441,0.119781,1.607969,-0.000069,1.888669,-2.321343,-0.308477,6.492705,-27.184175,5.197246
0.850000,0.309996,-2.791645,1.498433,-0.045730,0.828147,0.055006,0.222430,1.457230,-0.008911,2.198108,-3.690785,0.019625,5.730128,-26.444647,7.581195
0.900000,0.307983,-2.748395,1.501166,-0.031847,0.896365,0.054549,0.339591,1.238890,0.001893,2.461681,-4.965808,0.449642,4.673464,-23.416629,8.846189
0.950000,0.306811,-2.702009,1.503888,-0.011771,0.952036,0.055195,0.468598,0.960649,0.036053,2.665455,-6.032448,0.904244,3.360556,-18.276561,8.172908
1.000000,0.306806,-2.653191,1.506685,0.015013,0.992430,0.058155,0.606137,0.635646,0.092317,2.797737,-6.793464,1.266933,1.830948,-11.446029,4.925966
1.050000,0.308312,-2.602766,1.509703,0.048843,1.015601,0.064427,0.748372,0.281302,0.162746,2.848549,-7.177051,1.396841,0.107297,-3.424926,-1.131820
1.100000,0.311690,-2.551631,1.513128,0.089850,1.020560,0.074429,0.890992,-0.082060,0.232002,2.808467,-7.135957,1.153751,-1.812179,5.380704,-9.667209
1.150000,0.317297,-2.500709,1.517146,0.137942,1.007395,0.087627,1.029219,-0.432293,0.278121,2.667332,-6.638981,0.430120,-3.971593,14.755512,-19.686785
1.200000,0.325484,-2.450891,1.521891,0.192772,0.977331,0.102242,1.157725,-0.745958,0.275014,2.411307,-5.660405,-0.814928,-6.466241,24.660106,-29.560244
1.250000,0.336575,-2.402976,1.527370,0.253714,0.932799,0.115128,1.270349,-0.998334,0.196629,2.020708,-4.172970,-2.525904,-9.387165,35.083721,-37.178175
1.300000,0.350856,-2.357612,1.533403,0.319807,0.877498,0.121904,1.359796,-1.163255,0.022423,1.472591,-2.152033,-4.532745,-12.722250,45.766906,-40.259165
1.350000,0.368555,-2.315227,1.539561,0.389694,0.816473,0.117371,1.417608,-1.213537,-0.256646,0.748483,0.403720,-6.551821,-16.262465,55.890723,-36.806021
1.400000,0.389825,-2.275964,1.545141,0.461568,0.756144,0.096240,1.434644,-1.122883,-0.632759,-0.153656,3.437039,-8.213347,-19.543598,63.883551,-25.673547
1.450000,0.414712,-2.239612,1.549185,0.533158,0.704185,0.054095,1.402243,-0.869833,-1.077981,-1.205877,6.792076,-9.119176,-21.874093,67.511084,-7.140327
1.500000,0.443141,-2.205546,1.550550,0.601792,0.669161,-0.011558,1.314056,-0.443675,-1.544677,-2.341065,10.188148,-8.927380,-22.488513,64.370747,16.711768
1.550000,0.474891,-2.172696,1.548029,0.664564,0.659818,-0.100373,1.168136,0.148981,-1.970719,-3.454729,13.229150,-7.447999,-20.801552,52.738110,42.054818
1.600000,0.509597,-2.139564,1.540513,0.718606,0.684059,-0.208630,0.968583,0.879240,-2.289476,-4.421220,15.461959,-4.721898,-16.665868,32.475883,63.976352
1.650000,0.546752,-2.104290,1.527166,0.761422,0.747742,-0.329320,0.726014,1.695177,-2.442909,-5.121315,16.476739,-1.050364,-10.505900,5.569974,77.678628
1.700000,0.585739,-2.064790,1.507581,0.791207,0.853577,-0.452921,0.456452,2.526914,-2.394513,-5.471810,16.018956,3.045965,-3.247794,-24.043820,79.860171
1.750000,0.625873,-2.018933,1.481874,0.807067,1.000433,-0.568772,0.178833,3.297073,-2.138312,-5.446095,14.072357,6.935654,3.930242,-51.389021,69.767156
1.800000,0.666446,-1.964746,1.450704,0.809091,1.183284,-0.666752,-0.088158,3.934150,-1.700947,-5.078786,10.880054,10.022680,9.916460,-71.798312,49.488852
1.850000,0.706782,-1.900604,1.415199,0.798252,1.393848,-0.738866,-0.329045,4.385078,-1.136044,-4.454449,6.892525,11.884539,13.930061,-82.209417,23.364005
1.900000,0.746271,-1.825362,1.376817,0.776186,1.621792,-0.780357,-0.533602,4.623402,-0.512494,-3.685780,2.659112,12.359081,15.658199,-81.914493,-3.276231
1.950000,0.784400,-1.738425,1.337163,0.744891,1.856188,-0.790116,-0.697623,4.650990,0.099864,-2.888629,-1.298924,11.556916,15.249880,-72.508320,-25.552117
2.000000,0.820760,-1.639743,1.297805,0.706424,2.086891,-0.770370,-0.822465,4.493510,0.643198,-2.160792,-4.591720,9.803869,13.196025,-57.140409,-40.168118
2.050000,0.855043,-1.529736,1.260126,0.662645,2.305539,-0.725796,-0.913702,4.191818,1.080251,-1.569026,-7.012965,7.540104,10.154756,-39.447788,-45.932159
2.100000,0.887025,-1.409189,1.225226,0.615054,2.506072,-0.662345,-0.979368,3.792213,1.397208,-1.145316,-8.536499,5.210653,6.776980,-22.582448,-43.632705
2.150000,0.916548,-1.279129,1.193891,0.564708,2.684760,-0.586075,-1.028234,3.338168,1.601316,-0.891328,-9.271210,3.176833,3.566402,-8.618382,-35.454953
2.200000,0.943496,-1.140713,1.166618,0.512230,2.839889,-0.502213,-1.068501,2.865092,1.714892,-0.788676,-9.398337,1.665158,0.799598,1.554554,-24.208395
2.250000,0.967771,-0.995140,1.143670,0.457858,2.971270,-0.414586,-1.107102,2.398334,1.767832,-0.811369,-9.115754,0.755994,-1.481649,7.957474,-12.621394
2.300000,0.989282,-0.843586,1.125160,0.401520,3.079723,-0.325430,-1.149638,1.953517,1.790491,-0.936841,-8.602589,0.403019,-3.410524,11.100048,-2.862752
2.350000,1.007923,-0.687168,1.111127,0.342894,3.166621,-0.235537,-1.200786,1.538075,1.808134,-1.152421,-8.005749,0.469719,-5.181775,11.600237,3.674558
2.400000,1.023571,-0.526924,1.101606,0.281441,3.233530,-0.144617,-1.264880,1.152942,1.837463,-1.455018,-7.442566,0.770474,-6.914389,9.966093,6.378326
2.450000,1.036067,-0.363815,1.096665,0.216406,3.281916,-0.051791,-1.346288,0.793819,1.885181,-1.843860,-7.009140,1.107551,-8.531805,6.575170,5.287487
2.500000,1.045212,-0.198732,1.096427,0.146813,3.312912,0.043901,-1.449266,0.452028,1.948218,-2.308199,-6.785049,1.299223,-9.695282,1.791613,0.904269
2.550000,1.050749,-0.032523,1.101056,0.071480,3.327118,0.143031,-1.577107,0.115314,2.015104,-2.813388,-6.829979,1.197978,-9.814806,-3.874165,-5.986167
2.600000,1.052360,0.133980,1.110730,-0.010898,3.324443,0.245412,-1.730605,-0.230970,2.068016,-3.289680,-7.172465,0.700606,-8.150821,-9.642922,-14.445434
2.650000,1.049659,0.299921,1.125597,-0.101581,3.304021,0.349833,-1.906075,-0.601933,2.085164,-3.628470,-7.794271,-0.246565,-4.001116,-14.436248,-23.443734
2.700000,1.042202,0.464382,1.145713,-0.201506,3.264250,0.453928,-2.093452,-1.010397,2.043359,-3.689791,-8.616090,-1.643767,3.058162,-16.967154,-31.863909
2.750000,1.029508,0.626346,1.170990,-0.310926,3.202982,0.554169,-2.275055,-1.463542,1.920788,-3.322654,-9.490986,-3.432956,12.929300,-15.950629,-38.487972
2.800000,1.011109,0.784680,1.201130,-0.429011,3.117896,0.646007,-2.425717,-1.959496,1.700064,-2.396861,-10.211153,-5.492564,24.813662,-10.403393,-42.027066
2.850000,0.986607,0.938136,1.235590,-0.553498,3.007032,0.724175,-2.514741,-2.484657,1.371531,-0.841288,-10.531326,-7.635663,37.168466,0.025250,-41.250792
