time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,0.334490,-3.020134,1.477557,0.002089,0.009083,-0.015125,-0.258671,-0.008248,0.106966,6.377777,-3.837286,-0.492809,-122.650513,146.103498,4.434943
0.010000,0.334499,-3.020045,1.477411,-0.000199,0.008832,-0.014079,-0.200746,-0.039688,0.102257,5.234521,-2.486920,-0.449116,-106.264727,124.345808,4.303644
0.020000,0.334488,-3.019959,1.477276,-0.001961,0.008330,-0.013079,-0.153460,-0.058675,0.097979,4.247325,-1.343034,-0.406734,-91.425899,104.788819,4.172864
0.030000,0.334462,-3.019878,1.477150,-0.003298,0.007693,-0.012118,-0.115329,-0.067165,0.094118,3.401100,-0.384182,-0.365658,-78.058100,87.320354,4.042476
0.040000,0.334423,-3.019805,1.477033,-0.004294,0.007016,-0.011195,-0.085016,-0.066907,0.090661,2.681513,0.409960,-0.325884,-66.085402,71.828240,3.912353
0.050000,0.334377,-3.019738,1.476926,-0.005021,0.006379,-0.010304,-0.061322,-0.059451,0.087596,2.074994,1.058596,-0.287410,-55.431876,58.200301,3.782366
0.060000,0.334324,-3.019677,1.476827,-0.005539,0.005847,-0.009442,-0.043182,-0.046160,0.084909,1.568731,1.579806,-0.250236,-46.021592,46.324362,3.652389
0.070000,0.334266,-3.019620,1.476737,-0.005900,0.005471,-0.008605,-0.029654,-0.028223,0.082587,1.150672,1.990550,-0.214363,-37.778622,36.088248,3.522292
0.080000,0.334206,-3.019567,1.476655,-0.006145,0.005294,-0.007789,-0.019912,-0.006664,0.080617,0.809521,2.306664,-0.179791,-30.627038,27.379784,3.391950
0.090000,0.334144,-3.019514,1.476581,-0.006308,0.005347,-0.006991,-0.013242,0.017644,0.078987,0.534746,2.542864,-0.146525,-24.490909,20.086795,3.261233
0.100000,0.334080,-3.019459,1.476515,-0.006418,0.005654,-0.006208,-0.009029,0.043972,0.077682,0.316571,2.712744,-0.114568,-19.294307,14.097106,3.130016
0.110000,0.334015,-3.019400,1.476457,-0.006495,0.006231,-0.005436,-0.006752,0.071720,0.076691,0.145981,2.828776,-0.083927,-14.961304,9.298543,2.998169
0.120000,0.333950,-3.019333,1.476406,-0.006558,0.007091,-0.004673,-0.005978,0.100406,0.075999,0.014720,2.902311,-0.054607,-11.415970,5.578929,2.865565
0.130000,0.333884,-3.019257,1.476363,-0.006619,0.008241,-0.003915,-0.006352,0.129659,0.075594,-0.084711,2.943577,-0.026618,-8.582376,2.826091,2.732077
0.140000,0.333818,-3.019168,1.476328,-0.006688,0.009685,-0.003160,-0.007589,0.159201,0.075463,-0.159047,2.961682,0.000031,-6.384594,0.927853,2.597577
0.150000,0.333750,-3.019062,1.476300,-0.006772,0.011426,-0.002405,-0.009469,0.188842,0.075591,-0.214269,2.964609,0.025329,-4.746695,-0.227961,2.461938
0.160000,0.333682,-3.018938,1.476280,-0.006879,0.013462,-0.001648,-0.011828,0.218465,0.075965,-0.255594,2.959223,0.049265,-3.592750,-0.753524,2.325032
0.170000,0.333613,-3.018792,1.476267,-0.007010,0.015795,-0.000885,-0.014550,0.248018,0.076571,-0.287484,2.951266,0.071825,-2.846829,-0.761012,2.186730
0.180000,0.333542,-3.018621,1.476262,-0.007171,0.018422,-0.000116,-0.017559,0.277497,0.077397,-0.313638,2.945356,0.092995,-2.433004,-0.362600,2.046906
0.190000,0.333469,-3.018423,1.476265,-0.007362,0.021344,0.000663,-0.020813,0.306943,0.078426,-0.336998,2.944993,0.112758,-2.275347,0.329537,1.905433
0.200000,0.333395,-3.018193,1.476275,-0.007588,0.024561,0.001454,-0.024297,0.336424,0.079647,-0.359746,2.952552,0.131098,-2.297928,1.203224,1.762181
0.210000,0.333317,-3.017931,1.476294,-0.007843,0.028065,0.002257,-0.028214,0.366351,0.081044,-0.402001,2.999289,0.148018,-1.952584,1.388536,1.616457
0.220000,0.333238,-3.017631,1.476321,-0.008146,0.031878,0.003075,-0.032327,0.396417,0.082602,-0.420167,3.014317,0.163446,-1.693445,1.623833,1.468769
0.230000,0.333154,-3.017292,1.476356,-0.008491,0.035994,0.003909,-0.036610,0.426645,0.084308,-0.436097,3.031868,0.177386,-1.502407,1.889727,1.319060
0.240000,0.333068,-3.016910,1.476399,-0.008879,0.040412,0.004762,-0.041043,0.457063,0.086145,-0.450381,3.052149,0.189820,-1.361365,2.166829,1.167271
0.250000,0.332977,-3.016483,1.476451,-0.009312,0.045136,0.005633,-0.045613,0.487698,0.088099,-0.463430,3.075177,0.200725,-1.252215,2.435748,1.013345
0.260000,0.332881,-3.016006,1.476512,-0.009790,0.050165,0.006524,-0.050360,0.518639,0.090155,-0.480231,3.106618,0.210112,-1.036651,2.529454,0.856391
0.270000,0.332781,-3.015478,1.476581,-0.010318,0.055507,0.007436,-0.055211,0.549833,0.092296,-0.489564,3.132261,0.217883,-0.831490,2.594278,0.697285
0.280000,0.332675,-3.014895,1.476660,-0.010895,0.061162,0.008370,-0.060145,0.581286,0.094507,-0.496884,3.158403,0.224051,-0.633344,2.628910,0.536071
0.290000,0.332563,-3.014254,1.476749,-0.011521,0.067134,0.009326,-0.065142,0.613001,0.096772,-0.502243,3.184734,0.228597,-0.438830,2.632041,0.372791
0.300000,0.332444,-3.013552,1.476847,-0.012197,0.073423,0.010306,-0.070183,0.644980,0.099074,-0.505661,3.210934,0.231500,-0.244560,2.602359,0.207490
0.310000,0.332319,-3.012785,1.476955,-0.012924,0.080034,0.011308,-0.075260,0.677224,0.101397,-0.508163,3.237179,0.232810,-0.020912,2.525646,0.038456
0.320000,0.332185,-3.011950,1.477073,-0.013702,0.086969,0.012334,-0.080339,0.709720,0.103724,-0.507240,3.261911,0.232342,0.206049,2.415080,-0.132298
0.330000,0.332044,-3.011044,1.477202,-0.014531,0.094229,0.013382,-0.085397,0.742458,0.106038,-0.504030,3.285369,0.230159,0.436498,2.270933,-0.304512
