time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,0.174282,-0.064690,0.982568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.749077
0.010000,0.174283,-0.064689,0.982569,-0.000004,-0.000001,0.000002,-0.000855,-0.000023,0.000675,0.749123
0.020000,0.174283,-0.064687,0.982569,-0.000031,0.000004,0.000023,-0.004884,0.001013,0.003798,0.749073
0.030000,0.174284,-0.064686,0.982569,-0.000112,0.000025,0.000087,-0.011707,0.002848,0.009093,0.748969
0.040000,0.174284,-0.064684,0.982569,-0.000274,0.000067,0.000213,-0.020964,0.005263,0.016304,0.748842
0.050000,0.174284,-0.064683,0.982569,-0.000539,0.000135,0.000420,-0.032318,0.008074,0.025201,0.748714
0.060000,0.174290,-0.064661,0.982569,-0.000927,0.000232,0.000723,-0.045452,0.011127,0.035572,0.748602
0.070000,0.174296,-0.064639,0.982570,-0.001454,0.000359,0.001137,-0.060071,0.014293,0.047223,0.748516
0.080000,0.174301,-0.064618,0.982570,-0.002133,0.000519,0.001673,-0.075901,0.017468,0.059979,0.748465
0.090000,0.174307,-0.064596,0.982570,-0.002977,0.000709,0.002341,-0.092693,0.020565,0.073682,0.748450
0.100000,0.174312,-0.064574,0.982571,-0.003991,0.000930,0.003150,-0.110215,0.023514,0.088187,0.748473
0.110000,0.174332,-0.064490,0.982573,-0.005184,0.001179,0.004108,-0.128258,0.026257,0.103363,0.748532
0.120000,0.174352,-0.064406,0.982575,-0.006559,0.001455,0.005220,-0.146634,0.028749,0.119095,0.748626
0.130000,0.174372,-0.064321,0.982577,-0.008119,0.001754,0.006492,-0.165172,0.030953,0.135275,0.748751
0.140000,0.174392,-0.064237,0.982579,-0.009864,0.002073,0.007927,-0.183720,0.032841,0.151810,0.748904
0.150000,0.174411,-0.064153,0.982581,-0.011794,0.002410,0.009529,-0.202143,0.034390,0.168615,0.749081
0.160000,0.174448,-0.063984,0.982585,-0.013907,0.002760,0.011301,-0.220323,0.035582,0.185613,0.749279
0.170000,0.174479,-0.063843,0.982589,-0.016200,0.003121,0.013243,-0.238155,0.036405,0.202737,0.749494
0.180000,0.174512,-0.063689,0.982593,-0.018669,0.003487,0.015356,-0.255550,0.036850,0.219927,0.749725
0.190000,0.174557,-0.063476,0.982599,-0.021310,0.003857,0.017642,-0.272429,0.036909,0.237129,0.749969
0.200000,0.174620,-0.063162,0.982608,-0.024117,0.004224,0.020099,-0.288726,0.036580,0.254296,0.750223
0.210000,0.174664,-0.062933,0.982615,-0.027083,0.004587,0.022728,-0.304387,0.035860,0.271386,0.750488
0.220000,0.174724,-0.062619,0.982624,-0.030203,0.004940,0.025527,-0.319362,0.034752,0.288362,0.750761
0.230000,0.174796,-0.062238,0.982636,-0.033468,0.005281,0.028495,-0.333610,0.033260,0.305190,0.751041
0.240000,0.174875,-0.061811,0.982649,-0.036873,0.005605,0.031630,-0.347098,0.031389,0.321843,0.751327
0.250000,0.174955,-0.061354,0.982663,-0.040408,0.005908,0.034931,-0.359801,0.029147,0.338295,0.751618
0.260000,0.175037,-0.060872,0.982678,-0.044066,0.006186,0.038395,-0.371697,0.026541,0.354524,0.751915
