time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,-0.236136,-0.076150,0.968732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.694773
0.010000,-0.236136,-0.076147,0.968732,-0.000004,0.000002,-0.000002,-0.001314,0.000321,-0.000867,0.694828
0.020000,-0.236136,-0.076145,0.968732,-0.000052,0.000007,-0.000031,-0.008678,0.000757,-0.005053,0.694808
0.030000,-0.236136,-0.076142,0.968732,-0.000200,0.000016,-0.000116,-0.021230,0.001420,-0.012159,0.694753
0.040000,-0.236136,-0.076139,0.968733,-0.000496,0.000033,-0.000285,-0.038183,0.002396,-0.021820,0.694692
0.050000,-0.236136,-0.076137,0.968733,-0.000980,0.000062,-0.000562,-0.058819,0.003745,-0.033704,0.694645
0.060000,-0.236135,-0.076098,0.968736,-0.001687,0.000107,-0.000967,-0.082486,0.005509,-0.047508,0.694627
0.070000,-0.236134,-0.076059,0.968739,-0.002642,0.000173,-0.001519,-0.108590,0.007710,-0.062955,0.694646
0.080000,-0.236133,-0.076020,0.968742,-0.003868,0.000262,-0.002233,-0.136595,0.010361,-0.079797,0.694706
0.090000,-0.236133,-0.075981,0.968746,-0.005382,0.000381,-0.003120,-0.166015,0.013462,-0.097806,0.694808
0.100000,-0.236132,-0.075942,0.968749,-0.007195,0.000533,-0.004193,-0.196415,0.017003,-0.116777,0.694951
0.110000,-0.236128,-0.075821,0.968759,-0.009315,0.000723,-0.005460,-0.227403,0.020972,-0.136525,0.695131
0.120000,-0.236126,-0.075728,0.968767,-0.011746,0.000954,-0.006927,-0.258629,0.025349,-0.156883,0.695344
0.130000,-0.236123,-0.075620,0.968776,-0.014490,0.001231,-0.008600,-0.289781,0.030112,-0.177700,0.695586
0.140000,-0.236117,-0.075458,0.968790,-0.017543,0.001557,-0.010483,-0.320583,0.035236,-0.198840,0.695852
0.150000,-0.236107,-0.075199,0.968813,-0.020901,0.001937,-0.012578,-0.350790,0.040697,-0.220184,0.696138
0.160000,-0.236097,-0.074987,0.968832,-0.024558,0.002372,-0.014888,-0.380187,0.046468,-0.241622,0.696440
0.170000,-0.236085,-0.074701,0.968857,-0.028504,0.002867,-0.017411,-0.408587,0.052524,-0.263057,0.696755
0.180000,-0.236069,-0.074348,0.968888,-0.032727,0.003424,-0.020149,-0.435826,0.058839,-0.284403,0.697081
0.190000,-0.236048,-0.073938,0.968924,-0.037217,0.004044,-0.023100,-0.461765,0.065388,-0.305583,0.697414
0.200000,-0.236022,-0.073480,0.968966,-0.041959,0.004732,-0.026261,-0.486283,0.072148,-0.326531,0.697753
0.210000,-0.235992,-0.072977,0.969011,-0.046939,0.005488,-0.029630,-0.509279,0.079097,-0.347186,0.698099
0.220000,-0.235958,-0.072425,0.969060,-0.052140,0.006315,-0.033204,-0.530669,0.086209,-0.367495,0.698449
0.230000,-0.235919,-0.071815,0.969115,-0.057548,0.007213,-0.036979,-0.550382,0.093462,-0.387413,0.698802
0.240000,-0.235873,-0.071142,0.969176,-0.063143,0.008184,-0.040951,-0.568364,0.100833,-0.406901,0.699158
0.250000,-0.235818,-0.070398,0.969244,-0.068910,0.009230,-0.045116,-0.584570,0.108300,-0.425923,0.699517
0.260000,-0.235755,-0.069585,0.969318,-0.074829,0.010351,-0.049468,-0.598970,0.115843,-0.444451,0.699878
0.270000,-0.235685,-0.068709,0.969397,-0.080884,0.011547,-0.054003,-0.611541,0.123441,-0.462459,0.700242
0.280000,-0.235607,-0.067765,0.969483,-0.087054,0.012819,-0.058716,-0.622271,0.131072,-0.479927,0.700608
0.290000,-0.235518,-0.066749,0.969575,-0.093323,0.014168,-0.063600,-0.631155,0.138718,-0.496838,0.700976
0.300000,-0.235416,-0.065657,0.969674,-0.099672,0.015594,-0.068651,-0.638197,0.146358,-0.513178,0.701346
0.310000,-0.235303,-0.064489,0.969780,-0.106082,0.017096,-0.073862,-0.643405,0.153972,-0.528935,0.701718
0.320000,-0.235179,-0.063248,0.969892,-0.112534,0.018673,-0.079228,-0.646796,0.161543,-0.544102,0.702092
0.330000,-0.235043,-0.061934,0.970010,-0.119012,0.020326,-0.084742,-0.648389,0.169051,-0.558673,0.702467
0.340000,-0.234892,-0.060543,0.970134,-0.125496,0.022054,-0.090399,-0.648212,0.176477,-0.572645,0.702844
0.350000,-0.234723,-0.059076,0.970265,-0.131970,0.023855,-0.096193,-0.646291,0.183802,-0.586016,0.703222
0.360000,-0.234539,-0.057531,0.970403,-0.138417,0.025730,-0.102118,-0.642662,0.191010,-0.598785,0.703600
0.370000,-0.234340,-0.055909,0.970546,-0.144818,0.027675,-0.108167,-0.637358,0.198080,-0.610955,0.703980
0.380000,-0.234125,-0.054211,0.970694,-0.151159,0.029691,-0.114335,-0.630420,0.204996,-0.622529,0.704360
0.390000,-0.233890,-0.052438,0.970848,-0.157422,0.031775,-0.120615,-0.621888,0.211739,-0.633511,0.704740
0.400000,-0.233633,-0.050593,0.971008,-0.163591,0.033925,-0.127003,-0.611806,0.218291,-0.643906,0.705120
0.410000,-0.233356,-0.048672,0.971173,-0.169653,0.036140,-0.133492,-0.600217,0.224634,-0.653720,0.705499
