time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,-0.138704,-0.287347,0.947730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.913671
0.010000,-0.138701,-0.287348,0.947731,-0.000001,0.000002,0.000001,0.000128,0.001501,0.000714,0.913678
0.020000,-0.138697,-0.287349,0.947731,0.000011,0.000070,0.000032,0.002207,0.012316,0.005552,0.913662
0.030000,-0.138693,-0.287350,0.947731,0.000052,0.000287,0.000129,0.005830,0.030889,0.013851,0.913631
0.040000,-0.138689,-0.287350,0.947732,0.000136,0.000721,0.000324,0.010648,0.055833,0.025020,0.913591
0.050000,-0.138685,-0.287351,0.947732,0.000273,0.001432,0.000642,0.016356,0.085909,0.038534,0.913547
0.060000,-0.138630,-0.287364,0.947736,0.000469,0.002463,0.001105,0.022696,0.120016,0.053926,0.913502
0.070000,-0.138575,-0.287376,0.947740,0.000731,0.003851,0.001729,0.029444,0.157176,0.070784,0.913458
0.080000,-0.138520,-0.287388,0.947745,0.001061,0.005621,0.002527,0.036412,0.196525,0.088741,0.913418
0.090000,-0.138466,-0.287400,0.947749,0.001460,0.007792,0.003509,0.043439,0.237297,0.107477,0.913380
0.100000,-0.138411,-0.287413,0.947753,0.001930,0.010374,0.004681,0.050389,0.278822,0.126708,0.913347
0.110000,-0.138242,-0.287450,0.947767,0.002469,0.013373,0.006046,0.057148,0.320508,0.146189,0.913317
0.120000,-0.138110,-0.287479,0.947777,0.003073,0.016787,0.007606,0.063621,0.361839,0.165704,0.913290
0.130000,-0.137960,-0.287512,0.947789,0.003741,0.020611,0.009361,0.069730,0.402367,0.185064,0.913267
0.140000,-0.137736,-0.287561,0.947807,0.004467,0.024834,0.011308,0.075409,0.441701,0.204108,0.913247
0.150000,-0.137382,-0.287637,0.947835,0.005248,0.029443,0.013443,0.080606,0.479504,0.222695,0.913230
0.160000,-0.137095,-0.287698,0.947858,0.006078,0.034422,0.015761,0.085279,0.515490,0.240707,0.913216
0.170000,-0.136705,-0.287781,0.947889,0.006952,0.039749,0.018256,0.089393,0.549413,0.258041,0.913205
0.180000,-0.136227,-0.287882,0.947927,0.007865,0.045405,0.020921,0.092924,0.581066,0.274613,0.913197
0.190000,-0.135676,-0.287997,0.947971,0.008809,0.051365,0.023747,0.095852,0.610280,0.290351,0.913193
0.200000,-0.135066,-0.288124,0.948020,0.009780,0.057604,0.026726,0.098164,0.636915,0.305197,0.913192
0.210000,-0.134401,-0.288260,0.948073,0.010771,0.064096,0.029848,0.099852,0.660857,0.319103,0.913197
0.220000,-0.133672,-0.288409,0.948131,0.011775,0.070813,0.033105,0.100913,0.682023,0.332034,0.913206
0.230000,-0.132872,-0.288572,0.948194,0.012787,0.077728,0.036486,0.101351,0.700352,0.343963,0.913221
0.240000,-0.131994,-0.288748,0.948263,0.013800,0.084812,0.039981,0.101169,0.715803,0.354872,0.913242
0.250000,-0.131034,-0.288938,0.948338,0.014809,0.092035,0.043580,0.100376,0.728352,0.364749,0.913269
0.260000,-0.129991,-0.289143,0.948419,0.015806,0.099370,0.047273,0.098984,0.737994,0.373589,0.913304
0.270000,-0.128870,-0.289362,0.948505,0.016786,0.106787,0.051049,0.097004,0.744737,0.381394,0.913345
0.280000,-0.127670,-0.289594,0.948597,0.017744,0.114256,0.054898,0.094454,0.748605,0.388170,0.913394
