time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,qw,qx,qy,qz,wx,wy,wz
0.000000,0.015207,-2.999418,0.493698,0.005783,-0.000876,0.001750,-0.193356,0.195538,0.014481,1.764569,-1.456331,-0.117790,-14.168298,16.874210,3.858141,0.999983,-0.002363,-0.001018,-0.005202,-0.010992,0.009641,-0.005804
0.010000,0.015256,-2.999417,0.493717,0.003935,0.001010,0.001889,-0.176402,0.181807,0.013494,1.627900,-1.290922,-0.079877,-13.175298,16.211537,3.724957,0.999983,-0.002388,-0.000990,-0.005207,-0.005419,0.005963,-0.001442
0.020000,0.015287,-2.999398,0.493736,0.002251,0.002766,0.002021,-0.160766,0.169698,0.012879,1.500874,-1.132022,-0.043285,-12.239055,15.572140,3.593772,0.999983,-0.002415,-0.000960,-0.005214,-0.001832,0.003591,0.001403
0.030000,0.015301,-2.999362,0.493757,0.000716,0.004409,0.002148,-0.146354,0.159146,0.012624,1.382936,-0.979403,-0.007995,-11.357631,14.955420,3.464571,0.999983,-0.002441,-0.000931,-0.005220,0.000354,0.002140,0.003167
0.040000,0.015301,-2.999310,0.493779,-0.000680,0.005954,0.002274,-0.133078,0.150090,0.012715,1.273545,-0.832840,0.026013,-10.529088,14.360820,3.337339,0.999983,-0.002461,-0.000905,-0.005222,0.001584,0.001318,0.004188
0.050000,0.015288,-2.999243,0.493802,-0.001949,0.007415,0.002403,-0.120856,0.142469,0.013140,1.172184,-0.692120,0.058759,-9.751488,13.787272,3.212085,0.999983,-0.002472,-0.000886,-0.005216,0.002194,0.000903,0.004719
0.060000,0.015263,-2.999162,0.493827,-0.003101,0.008808,0.002538,-0.109610,0.136228,0.013886,1.078352,-0.557027,0.090262,-9.022893,13.234698,3.088772,0.999983,-0.002472,-0.000874,-0.005201,0.002425,0.000738,0.004945
0.070000,0.015226,-2.999067,0.493853,-0.004144,0.010144,0.002682,-0.099266,0.131311,0.014941,0.991569,-0.427359,0.120541,-8.341366,12.702266,2.967395,0.999983,-0.002462,-0.000869,-0.005178,0.002449,0.000709,0.004997
0.080000,0.015180,-2.998959,0.493881,-0.005089,0.011438,0.002838,-0.089756,0.127664,0.016293,0.911374,-0.302917,0.149616,-7.704968,12.189304,2.847941,0.999983,-0.002447,-0.000867,-0.005151,0.002378,0.000743,0.004962
0.090000,0.015125,-2.998839,0.493910,-0.005942,0.012702,0.003009,-0.081018,0.125236,0.017929,0.837326,-0.183510,0.177506,-7.111761,11.695064,2.730395,0.999984,-0.002431,-0.000867,-0.005123,0.002281,0.000794,0.004897
0.100000,0.015062,-2.998706,0.493941,-0.006712,0.013947,0.003197,-0.072991,0.123977,0.019839,0.769002,-0.068948,0.204230,-6.559810,11.219663,2.614760,0.999984,-0.002418,-0.000864,-0.005097,0.002196,0.000837,0.004831
0.110000,0.014991,-2.998560,0.493974,-0.007404,0.015185,0.003407,-0.065620,0.123841,0.022010,0.705999,0.040944,0.229808,-6.047174,10.761605,2.501006,0.999984,-0.002407,-0.000860,-0.005073,0.002140,0.000862,0.004781
0.120000,0.014914,-2.998402,0.494009,-0.008026,0.016427,0.003639,-0.058854,0.124781,0.024431,0.647934,0.146341,0.254257,-5.571916,10.320581,2.389126,0.999984,-0.002396,-0.000856,-0.005049,0.002114,0.000867,0.004749
0.130000,0.014831,-2.998231,0.494047,-0.008583,0.017684,0.003896,-0.052646,0.126754,0.027091,0.594442,0.247410,0.277596,-5.132098,9.895939,2.279100,0.999984,-0.002385,-0.000852,-0.005025,0.002111,0.000857,0.004731
