time,dir_x,dir_y,dir_z,omega_x,omega_y,omega_z,omega_dot_x,omega_dot_y,omega_dot_z,mu
0.000000,0.167460,-0.075289,0.983000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.639581
0.010000,0.167460,-0.075287,0.983000,-0.000004,-0.000002,0.000001,-0.001228,-0.000296,0.000529,0.639580
0.020000,0.167460,-0.075285,0.983000,-0.000048,-0.000007,0.000019,-0.007904,-0.000867,0.003240,0.639640
0.030000,0.167460,-0.075282,0.983000,-0.000182,-0.000019,0.000074,-0.019274,-0.001776,0.007853,0.639747
0.040000,0.167460,-0.075280,0.983001,-0.000451,-0.000041,0.000184,-0.034654,-0.003066,0.014116,0.639890
0.050000,0.167459,-0.075278,0.983001,-0.000890,-0.000079,0.000363,-0.053419,-0.004761,0.021803,0.640060
0.060000,0.167457,-0.075244,0.983004,-0.001532,-0.000137,0.000626,-0.075000,-0.006871,0.030711,0.640249
0.070000,0.167456,-0.075210,0.983007,-0.002401,-0.000217,0.000982,-0.098881,-0.009394,0.040656,0.640452
0.080000,0.167454,-0.075177,0.983010,-0.003519,-0.000325,0.001443,-0.124597,-0.012319,0.051474,0.640665
0.090000,0.167452,-0.075143,0.983012,-0.004901,-0.000465,0.002015,-0.151726,-0.015628,0.063019,0.640886
0.100000,0.167450,-0.075109,0.983015,-0.006559,-0.000639,0.002706,-0.179889,-0.019297,0.075159,0.641112
0.110000,0.167443,-0.075004,0.983025,-0.008503,-0.000852,0.003521,-0.208745,-0.023298,0.087775,0.641343
0.120000,0.167438,-0.074923,0.983032,-0.010738,-0.001106,0.004464,-0.237990,-0.027600,0.100763,0.641578
0.130000,0.167432,-0.074830,0.983040,-0.013266,-0.001405,0.005538,-0.267352,-0.032172,0.114028,0.641817
0.140000,0.167422,-0.074689,0.983052,-0.016086,-0.001750,0.006745,-0.296587,-0.036981,0.127488,0.642059
0.150000,0.167405,-0.074463,0.983072,-0.019198,-0.002145,0.008088,-0.325482,-0.041994,0.141067,0.642306
0.160000,0.167390,-0.074278,0.983089,-0.022596,-0.002591,0.009568,-0.353844,-0.047178,0.154699,0.642556
